ZCTA,state,n,civic_org_sum,civic_opp_sum,volunteer_sum,membership_sum,take_action_sum,events_sum,TotalPopulation,BROAD,REMNRTY,POV150,NOHSDP,SNGPNT,UNEMP,civic_org_sum_normalized,civic_opp_sum_normalized,civic_opp_index,volunteer_sum_normalized,membership_sum_normalized,take_action_sum_normalized,events_sum_normalized
56683,MN,2,1,0.5,1,1,0,0,579,9.9,6.9,11.6,5.3,6.3,2.9,172.71157167530225,86.35578583765113,4,172.71157167530225,172.71157167530225,0,0
56684,MN,3,1,0.25,1,0,0,0,377,14.4,6.4,32.4,3.6,6.5,5,265.2519893899204,66.3129973474801,3,265.2519893899204,0,0,0
56685,MN,1,0,0,0,0,0,0,120,33.9,1.7,25.8,6,6.5,0,0,0,1,0,0,0,0
56686,MN,5,0,0,0,0,0,0,937,36.8,10.5,9.8,4.3,0,1.1,0,0,1,0,0,0,0
56688,MN,1,0,0,0,0,0,0,138,17.2,0,45.2,0.9,3.1,12,0,0,1,0,0,0,0
56701,MN,48,24,11,8,18,0,18,12956,12.9,10.8,17.1,5,6.5,2.4,185.24235875270145,84.90274776165484,4,61.74745291756715,138.9317690645261,0,138.9317690645261
56710,MN,2,0,0,0,0,0,0,448,28.3,14.3,19.2,9.5,4.2,1.5,0,0,1,0,0,0,0
56711,MN,1,1,0.5,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56713,MN,3,1,0.75,1,1,0,1,953,18.6,4.8,13.3,10.7,2.7,1.3,104.9317943336831,78.69884575026234,4,104.9317943336831,104.9317943336831,0,104.9317943336831
56714,MN,6,2,1,1,1,0,2,1193,28.3,3.4,23.6,3.5,6.4,3.9,167.64459346186086,83.82229673093043,4,83.82229673093043,83.82229673093043,0,167.64459346186086
56716,MN,64,24,9.75,4,21,2,13,9118,11.4,19.1,24.4,7.3,5.5,5,263.2156174599693,106.93134459311253,5,43.86926957666155,230.31366527747312,21.934634788330776,142.57512612415005
56721,MN,31,10,4,1,9,0,6,10827,13,17.5,20.3,6,6,4.5,92.36168837166343,36.94467534866537,2,9.236168837166343,83.12551953449709,0,55.41701302299806
56722,MN,1,1,0.5,0,1,0,1,365,18.6,9.6,10.4,6,1.4,2.9,273.972602739726,136.986301369863,5,0,273.972602739726,0,273.972602739726
56723,MN,4,3,1.5,2,2,0,2,874,12.1,8.6,8.2,2.1,7,4.8,343.24942791762015,171.62471395881008,5,228.83295194508008,228.83295194508008,0,228.83295194508008
56724,MN,2,0,0,0,0,0,0,144,33.3,4.2,14.6,7.8,0,6.1,0,0,1,0,0,0,0
56725,MN,2,0,0,0,0,0,0,914,11.3,6.7,10.1,2.8,7.8,2.9,0,0,1,0,0,0,0
56726,MN,5,1,0.75,1,1,0,1,1661,28.6,9.1,9.9,5.5,4.2,1.7,60.20469596628537,45.153521974714025,3,60.20469596628537,60.20469596628537,0,60.20469596628537
56727,MN,5,2,0.75,0,1,0,2,892,9.4,6.1,10,10.7,5.4,0.4,224.2152466367713,84.08071748878923,4,0,112.10762331838565,0,224.2152466367713
56728,MN,10,5,2.25,2,2,0,5,1209,15.9,6.8,10.8,3.7,5.1,2,413.564929693962,186.10421836228286,5,165.42597187758477,165.42597187758477,0,413.564929693962
56731,MN,1,1,0.75,1,1,0,1,112,32.6,0,24.1,2.7,0,0,892.8571428571429,669.6428571428571,5,892.8571428571429,892.8571428571429,0,892.8571428571429
56732,MN,6,2,1,0,2,0,2,1038,21.6,3.2,17.1,5.3,6,3,192.67822736030828,96.33911368015414,4,0,192.67822736030828,0,192.67822736030828
56733,MN,5,2,1,0,2,0,2,378,12.2,6.3,10.8,3,2.4,1,529.1005291005291,264.55026455026456,5,0,529.1005291005291,0,529.1005291005291
56734,MN,8,3,1.5,1,3,0,2,608,16.4,7.2,27.3,4.6,1.6,6.6,493.42105263157896,246.71052631578948,5,164.47368421052633,493.42105263157896,0,328.94736842105266
56735,MN,5,1,0.75,0,1,1,1,703,17.2,7,12.6,3.6,1.5,6.9,142.2475106685633,106.68563300142247,5,0,142.2475106685633,142.2475106685633,142.2475106685633
56736,MN,6,1,0.25,0,1,0,0,775,14.1,2.1,13.2,11.8,4.9,2.7,129.03225806451613,32.25806451612903,2,0,129.03225806451613,0,0
56737,MN,2,1,0.75,1,1,0,1,766,20.9,2.1,17.2,8.5,4.5,2.6,130.54830287206266,97.911227154047,4,130.54830287206266,130.54830287206266,0,130.54830287206266
56738,MN,10,2,0.5,0,1,0,1,1411,17.4,6.2,11.4,11.4,5.9,3.8,141.74344436569808,35.43586109142452,2,0,70.87172218284904,0,70.87172218284904
56742,MN,4,0,0,0,0,0,0,882,19.3,6.5,24.5,6.7,3.2,0.3,0,0,1,0,0,0,0
56744,MN,7,1,0.25,0,0,0,1,530,25.8,25.3,10.6,6.1,7.6,3.3,188.67924528301887,47.16981132075472,3,0,0,0,188.67924528301887
56748,MN,4,0,0,0,0,0,0,583,15.1,14.4,16.3,5.9,5.6,4.3,0,0,1,0,0,0,0
56750,MN,12,4,2,0,4,0,4,2322,23,8,15,4.8,4.7,2,172.2652885443583,86.13264427217915,4,0,172.2652885443583,0,172.2652885443583
56751,MN,51,17,8.75,6,15,1,13,5716,20.2,7,11.6,6.7,5,3.3,297.4107767669699,153.07907627711685,5,104.96850944716586,262.4212736179146,17.49475157452764,227.43177046885936
56754,MN,1,0,0,0,0,0,0,536,10.3,7.8,8.1,5.7,3.1,10.2,0,0,1,0,0,0,0
56755,MN,3,0,0,0,0,0,0,64,21.9,0,9.4,9.3,6.3,5.7,0,0,1,0,0,0,0
56756,MN,1,0,0,0,0,0,0,664,32.9,16,34.5,1.3,6.2,0.9,0,0,1,0,0,0,0
56757,MN,2,0,0,0,0,0,0,878,12.1,3.8,16.1,4.4,3.1,3.3,0,0,1,0,0,0,0
56758,MN,1,0,0,0,0,0,0,298,23.5,1.7,18.2,8.5,0.8,9.5,0,0,1,0,0,0,0
56759,MN,2,0,0,0,0,0,0,318,12.9,1.9,10.5,7.8,2.4,6.8,0,0,1,0,0,0,0
56760,MN,1,1,0.25,0,1,0,0,463,17.5,13.4,12.8,2.5,6.9,1,215.9827213822894,53.99568034557235,3,0,215.9827213822894,0,0
56761,MN,2,1,0.5,0,1,0,1,411,21,3.4,11.2,5.5,5.7,2.3,243.30900243309003,121.65450121654501,5,0,243.30900243309003,0,243.30900243309003
56762,MN,29,15,7.25,4,12,1,12,2431,15.9,7.2,22.2,7.6,5.9,3,617.0300287947347,298.2311805841218,5,164.54134101192923,493.62402303578773,41.13533525298231,493.62402303578773
56763,MN,19,5,1.75,1,3,0,3,5203,25.6,13.8,16.7,8.1,9.1,7.4,96.09840476648088,33.63444166826831,2,19.219680953296177,57.65904285988852,0,57.65904285988852
57001,SD,8,3,1,1,2,0,1,1583,20.5,9,12.4,10.6,5.1,0.8,189.51358180669615,63.171193935565384,3,63.171193935565384,126.34238787113077,0,63.171193935565384
57002,SD,2,1,0.5,0,1,0,1,1439,6.9,10.4,10.4,3.2,1.3,0,69.49270326615705,34.746351633078525,2,0,69.49270326615705,0,69.49270326615705
57003,SD,5,2,0.75,2,1,0,0,1911,8.6,5.6,6,5,3.8,0.9,104.65724751439038,39.24646781789639,2,104.65724751439038,52.32862375719519,0,0
57004,SD,21,10,3.75,0,9,0,6,3919,12.9,6.8,10.4,7.8,1.7,2.9,255.16713447307987,95.68767542740495,4,0,229.6504210257719,0,153.10028068384793
57005,SD,22,14,6.75,7,13,0,7,12192,10.3,7.4,4.9,2.7,5.9,1.3,114.82939632545931,55.36417322834646,3,57.41469816272966,106.62729658792651,0,57.41469816272966
57006,SD,139,71,32.25,24,60,1,44,22749,13.4,12.8,23.8,3.9,3.1,3.4,312.1016308409161,141.76447316365554,5,105.4991428194646,263.7478570486615,4.395797617477691,193.41509516901843
57007,SD,20,13,5.25,3,11,0,7,2629,NA,8.8,NA,0,NA,20.2,494.48459490300496,199.695701787752,5,114.11182959300115,418.41004184100416,0,266.26093571700267
57010,SD,2,1,0.5,0,1,0,1,510,13.6,12.5,0,5.4,12.9,3.8,196.07843137254903,98.03921568627452,4,0,196.07843137254903,0,196.07843137254903
57012,SD,5,2,0.75,0,2,0,1,1019,22.6,15,10.6,7.5,2.3,2.9,196.27085377821393,73.60157016683023,4,0,196.27085377821393,0,98.13542688910697
57013,SD,21,9,4.75,5,7,0,7,4429,15.9,5,16.7,7.4,6.2,5,203.20614134116053,107.24768570783472,5,112.89230074508919,158.04922104312485,0,158.04922104312485
57014,SD,7,2,1,0,2,0,2,1723,18.3,5.4,22.1,6.3,7.2,1.9,116.07661056297157,58.03830528148578,3,0,116.07661056297157,0,116.07661056297157
57015,SD,5,4,2,1,4,0,3,783,21.8,3.7,16.6,14.3,4.6,3.5,510.8556832694764,255.4278416347382,5,127.7139208173691,510.8556832694764,0,383.1417624521073
57016,SD,2,0,0,0,0,0,0,758,16,11.2,3.4,10.3,2.8,1.3,0,0,1,0,0,0,0
57017,SD,4,2,0.5,2,0,0,0,1354,14.8,11.7,11.2,4.9,8.9,1.4,147.71048744460856,36.92762186115214,2,147.71048744460856,0,0,0
57018,SD,5,3,1.25,0,2,0,3,1503,13.8,3.7,10.4,5.9,11.8,3.9,199.6007984031936,83.166999334664,4,0,133.06719893546241,0,199.6007984031936
57020,SD,7,4,2,2,4,0,2,1702,4,2.8,4.1,3.3,2.3,1.5,235.01762632197415,117.50881316098707,5,117.50881316098707,235.01762632197415,0,117.50881316098707
57021,SD,3,0,0,0,0,0,0,459,17.6,8.7,6.2,4.9,5.7,3.3,0,0,1,0,0,0,0
57022,SD,30,16,7.5,7,11,0,12,5876,8.4,4.5,8.7,4.5,4.3,0.6,272.2940776038121,127.63784887678693,5,119.1286589516678,187.20217835262082,0,204.22055820285908
57024,SD,3,1,0.25,0,1,0,0,521,20.2,15.5,17.1,4.1,0,2.6,191.93857965451056,47.98464491362764,3,0,191.93857965451056,0,0
57025,SD,12,4,1.5,0,4,0,2,2933,17.7,1.7,16.9,7.8,4.4,1.9,136.37913399249913,51.14217524718718,3,0,136.37913399249913,0,68.18956699624957
57026,SD,8,1,0.25,0,1,0,0,1583,22.2,24.9,18.5,8.4,7,6.6,63.171193935565384,15.792798483891346,1,0,63.171193935565384,0,0
57027,SD,1,0,0,0,0,0,0,138,6.3,9.4,12.3,13.7,6.3,0,0,0,1,0,0,0,0
57028,SD,27,8,4,3,6,1,6,3194,18.8,40,20.4,8.6,5,2.6,250.46963055729492,125.23481527864746,5,93.9261114589856,187.8522229179712,31.308703819661865,187.8522229179712
57029,SD,6,1,0.5,1,1,0,0,2521,19.9,15.9,26,9.4,2,1.7,39.666798889329634,19.833399444664817,2,39.666798889329634,39.666798889329634,0,0
57030,SD,16,8,3.75,3,5,1,6,2845,9.3,10.7,14.6,3.6,5.4,2.5,281.195079086116,131.81019332161688,5,105.4481546572935,175.7469244288225,35.1493848857645,210.896309314587
57031,SD,3,1,0.25,1,0,0,0,729,15.8,8.9,4.7,4.2,0.5,0.4,137.17421124828533,34.29355281207133,2,137.17421124828533,0,0,0
57032,SD,15,4,2,2,4,0,2,8227,4,5.2,6.6,4.9,6.5,2,48.62039625622949,24.310198128114745,2,24.310198128114745,48.62039625622949,0,24.310198128114745
57033,SD,25,11,4.5,1,8,0,9,5906,13.2,7.9,3.4,4.3,3.5,2.6,186.251269895022,76.19370132069082,4,16.931933626820182,135.45546901456146,0,152.38740264138164
57034,SD,4,3,2,2,3,0,3,863,8.7,1.6,14,7.6,7.1,1.1,347.62456546929315,231.7497103128621,5,231.7497103128621,347.62456546929315,0,347.62456546929315
57035,SD,2,1,0.5,0,1,0,1,1076,14.9,9.7,7.2,3.2,1.9,0.7,92.93680297397769,46.468401486988846,3,0,92.93680297397769,0,92.93680297397769
57036,SD,4,1,0.5,0,1,0,1,702,18.8,11.5,21.7,4.1,8.4,3.8,142.45014245014244,71.22507122507122,4,0,142.45014245014244,0,142.45014245014244
57037,SD,4,2,0.75,1,1,0,1,1040,20.7,2.2,15.1,14.4,7.7,1.1,192.30769230769232,72.11538461538461,4,96.15384615384616,96.15384615384616,0,96.15384615384616
57038,SD,6,4,1.5,2,3,0,1,1603,9.5,2.8,4.5,2,6.2,7,249.53212726138491,93.57454772301934,4,124.76606363069246,187.14909544603867,0,62.38303181534623
57039,SD,12,6,2.5,2,4,0,4,3752,13,8,9.4,7.7,4,0.3,159.9147121535181,66.63113006396588,3,53.304904051172706,106.60980810234541,0,106.60980810234541
57041,SD,2,1,0.25,0,0,0,1,75,0,0,0,0,0,0,1333.3333333333333,333.3333333333333,5,0,0,0,1333.3333333333333
57042,SD,48,28,14,8,26,0,22,8186,9.7,7.4,21.6,8.9,4.3,3.1,342.04739799657955,171.02369899828977,5,97.72782799902272,317.61544099682385,0,268.7515269973125
57043,SD,6,0,0,0,0,0,0,1414,26.9,3.4,15.2,9,3.9,1.8,0,0,1,0,0,0,0
57045,SD,4,3,1.75,1,3,0,3,1129,24.7,2.1,20.8,8,2.2,2,265.72187776793623,155.0044286979628,5,88.57395925597874,265.72187776793623,0,265.72187776793623
57046,SD,2,0,0,0,0,0,0,800,28.3,5.9,9.3,19,0.3,0,0,0,1,0,0,0,0
57047,SD,1,0,0,0,0,0,0,288,6.4,9.7,24.7,13.5,10,10.7,0,0,1,0,0,0,0
57048,SD,5,3,1.25,1,2,0,2,1286,10.7,3.9,14.9,5.6,5.9,3.3,233.28149300155522,97.20062208398134,4,77.76049766718506,155.52099533437013,0,155.52099533437013
57049,SD,38,11,5,4,9,0,7,7476,12,15.9,12.4,4.6,7.9,3.5,147.1375066880685,66.88068485821294,3,53.50454788657036,120.38523274478331,0,93.63295880149813
57050,SD,2,2,1,0,2,0,2,340,11,1.5,30.9,16.4,0,0,588.2352941176471,294.11764705882354,5,0,588.2352941176471,0,588.2352941176471
57051,SD,3,0,0,0,0,0,0,222,20.3,5.9,18.5,3,0.8,0,0,0,1,0,0,0,0
57052,SD,4,1,0.75,1,1,0,1,255,19.2,5.9,14.9,4.9,5.8,4.1,392.15686274509807,294.11764705882354,5,392.15686274509807,392.15686274509807,0,392.15686274509807
57053,SD,4,2,0.75,0,1,0,2,2112,8.2,4,7.4,6,3.7,2.6,94.6969696969697,35.51136363636363,2,0,47.34848484848485,0,94.6969696969697
57054,SD,5,1,0.5,0,1,0,1,544,14.2,16.7,6.3,10.5,2.8,0.9,183.8235294117647,91.91176470588235,4,0,183.8235294117647,0,183.8235294117647
57055,SD,5,1,0.25,1,0,0,0,1252,11.5,5,4.9,5.5,0.4,0,79.87220447284345,19.968051118210862,2,79.87220447284345,0,0,0
57058,SD,9,2,1.25,1,2,0,2,2000,11.7,6.6,17.8,12.4,4.3,2,100,62.5,3,50,100,0,100
57059,SD,8,4,2,2,3,0,3,1218,12.9,8.7,17.6,8.5,1.8,0,328.4072249589491,164.20361247947454,5,164.20361247947454,246.30541871921181,0,246.30541871921181
57062,SD,1,1,0.75,1,1,0,1,2460,20.7,29.9,21.2,13.9,3.8,2.9,40.65040650406504,30.48780487804878,2,40.65040650406504,40.65040650406504,0,40.65040650406504
57063,SD,3,0,0,0,0,0,0,874,17.8,5.1,8.4,8.5,1.5,0,0,0,1,0,0,0,0
57064,SD,11,7,2.75,2,6,0,3,6995,3.6,6.9,7.5,4.9,6.8,1,100.07147962830594,39.313795568263046,2,28.591851322373124,85.77555396711936,0,42.88777698355968
57066,SD,12,4,1.75,1,4,0,2,1484,33.8,6.5,26.4,11,3.2,3.2,269.54177897574124,117.9245283018868,5,67.38544474393531,269.54177897574124,0,134.77088948787062
57067,SD,4,0,0,0,0,0,0,257,17,14,7.7,19.1,1.1,4.1,0,0,1,0,0,0,0
57068,SD,4,2,1,1,2,0,1,1670,6.2,6.2,7.8,4.5,3.4,2.4,119.76047904191617,59.880239520958085,3,59.880239520958085,119.76047904191617,0,59.880239520958085
57069,SD,70,29,14.5,14,23,1,20,12682,9.4,15.1,32.6,5.1,3.8,6.9,228.67055669452768,114.33527834726384,5,110.39268254218578,181.3594070335909,7.885191610156126,157.70383220312254
57070,SD,14,4,1.75,1,2,0,4,1296,26.6,5.2,30.5,9,6.1,1.5,308.641975308642,135.03086419753086,5,77.1604938271605,154.320987654321,0,308.641975308642
57071,SD,9,5,2.5,2,4,0,4,3161,7.1,3.4,12.6,1.1,4.7,1.2,158.17779183802594,79.08889591901297,4,63.27111673521038,126.54223347042075,0,126.54223347042075
57072,SD,3,2,1.5,1,2,1,2,701,19.2,8.4,20.1,3.5,4.5,3.9,285.30670470756064,213.98002853067047,5,142.65335235378032,285.30670470756064,142.65335235378032,285.30670470756064
57073,SD,6,2,1,0,2,0,2,508,16,6.7,11.3,2.3,7.4,0,393.7007874015748,196.8503937007874,5,0,393.7007874015748,0,393.7007874015748
57075,SD,5,2,0.75,1,2,0,0,1022,12.8,5.2,3.7,4.5,4.1,0,195.69471624266146,73.38551859099805,4,97.84735812133073,195.69471624266146,0,0
57076,SD,3,1,0.25,0,0,0,1,410,12.9,0,0,9.9,1.5,0,243.90243902439025,60.97560975609756,3,0,0,0,243.90243902439025
57077,SD,1,0,0,0,0,0,0,1285,8.1,6,7.7,5.3,1.2,0.5,0,0,1,0,0,0,0
57078,SD,97,39,18.5,14,33,2,25,20052,14.9,13.6,16,7.8,4.3,2,194.49431478156794,92.26012367843606,4,69.81847197287054,164.57211250748054,9.974067424695791,124.67584280869738
57103,SD,140,63,29.25,30,48,1,38,36574,9.4,26.5,21.3,9.3,6.9,2.2,172.2535134248373,79.97484551867447,4,82.02548258325587,131.2407721332094,2.7341827527751956,103.89894460545743
57104,SD,216,108,48.25,55,88,0,50,26117,17.9,32.2,24.3,10.6,6.5,3.1,413.52375847149364,184.74556802082935,5,210.5908029252977,336.94528468047633,0,191.44618447754337
57105,SD,190,80,38.75,40,65,3,48,22916,7.1,14.1,16.6,3.1,8.2,3.2,349.1010647582475,169.09582824227613,5,174.55053237912375,283.6446151160761,13.091289928434282,209.4606388549485
57106,SD,104,61,26,18,48,2,37,49337,8.4,17.2,15.7,5.6,8.5,2.7,123.6394592293816,52.6987859010479,3,36.48377485457162,97.29006627885765,4.0537527616190685,74.99442608995277
57107,SD,42,14,6,3,13,0,8,10402,6.4,20.4,16.6,8.9,7.4,3,134.58950201884252,57.681215150932516,3,28.840607575466258,124.97596616035378,0,76.90828686791002
57108,SD,149,85,40.25,33,71,0,57,30152,2.9,8,7.9,2.3,7.5,1.3,281.90501459273014,133.49031573361634,5,109.44547625364818,235.47360042451578,0,189.04218625630142
57110,SD,52,29,11.5,7,22,0,17,19327,11.8,21.2,15.7,8.2,8.8,2.1,150.04915403321777,59.5022507373105,3,36.218761318362915,113.83039271485487,0,87.95984891602421
57117,SD,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57186,SD,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57197,SD,9,3,1.75,2,3,0,2,953,NA,11.1,NA,0,NA,1.5,314.79538300104934,183.63064008394542,5,209.8635886673662,314.79538300104934,0,209.8635886673662
57198,SD,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57201,SD,95,50,24,19,41,1,35,25930,15.7,9.4,21.3,8.8,4.7,1.6,192.8268414963363,92.55688391824143,4,73.27419976860779,158.11801002699576,3.8565368299267258,134.9787890474354
57212,SD,12,5,2.5,2,4,0,4,2134,9.2,1.4,13.1,3.7,6.1,2.7,234.30178069353326,117.15089034676663,5,93.72071227741331,187.44142455482663,0,187.44142455482663
57216,SD,1,1,0.5,0,1,0,1,1328,23.1,3,19.2,14,4.2,1,75.3012048192771,37.65060240963855,2,0,75.3012048192771,0,75.3012048192771
57217,SD,3,2,1,0,2,0,2,230,16.2,0,13.5,9.3,5.4,4.2,869.5652173913044,434.7826086956522,5,0,869.5652173913044,0,869.5652173913044
57218,SD,3,2,0.5,0,2,0,0,338,25.2,1.8,8.9,2.8,0,1,591.7159763313609,147.92899408284023,5,0,591.7159763313609,0,0
57219,SD,2,0,0,0,0,0,0,506,22.1,20.2,22.8,6.4,0,3.8,0,0,1,0,0,0,0
57220,SD,3,2,1.25,1,2,0,2,860,13.8,2.9,7.2,2.2,1.7,0.4,232.5581395348837,145.34883720930233,5,116.27906976744185,232.5581395348837,0,232.5581395348837
57221,SD,1,0,0,0,0,0,0,987,12.1,7.9,29.9,12.9,1,1.7,0,0,1,0,0,0,0
57223,SD,7,4,1.25,0,2,0,3,1354,21.7,9.2,11.2,5.1,5.1,1.3,295.4209748892171,92.31905465288035,4,0,147.71048744460856,0,221.56573116691285
57224,SD,1,1,0.25,0,1,0,0,161,7.9,3.7,21.1,2.7,0,2.1,621.1180124223603,155.27950310559007,5,0,621.1180124223603,0,0
57225,SD,14,9,4.25,2,8,0,7,1770,18.6,6.4,17.7,6.2,4.9,5,508.47457627118644,240.1129943502825,5,112.99435028248588,451.97740112994353,0,395.48022598870057
57226,SD,9,4,2,1,4,0,3,1815,22.2,8,18.1,13,2.4,1.8,220.38567493112947,110.19283746556474,5,55.09641873278237,220.38567493112947,0,165.28925619834712
57227,SD,2,1,0.25,0,1,0,0,400,9.1,0,54.5,13.4,7.3,0,250,62.5,3,0,250,0,0
57231,SD,7,4,1.5,1,2,0,3,1800,16.7,1.8,8.1,9.1,2.5,0.5,222.22222222222223,83.33333333333333,4,55.55555555555556,111.11111111111111,0,166.66666666666666
57232,SD,2,1,0.5,0,1,0,1,411,7.5,0.7,5.8,5.5,0,0,243.30900243309003,121.65450121654501,5,0,243.30900243309003,0,243.30900243309003
57233,SD,1,1,0.5,0,1,0,1,262,22.9,0,4.2,3.3,1.4,0,381.6793893129771,190.83969465648855,5,0,381.6793893129771,0,381.6793893129771
57234,SD,7,1,0.25,0,0,0,1,1252,16.7,7.1,12.4,5.2,5.8,1.7,79.87220447284345,19.968051118210862,2,0,0,0,79.87220447284345
57235,SD,5,1,0.75,1,1,0,1,881,18.4,5.1,15.6,3.6,3.7,1.1,113.50737797956867,85.1305334846765,4,113.50737797956867,113.50737797956867,0,113.50737797956867
57236,SD,3,0,0,0,0,0,0,131,38.2,2.3,20.3,2.1,0,0,0,0,1,0,0,0,0
57237,SD,3,1,0.5,1,1,0,0,691,17.4,2.3,11.4,4,2.8,1.4,144.7178002894356,72.3589001447178,4,144.7178002894356,144.7178002894356,0,0
57238,SD,1,1,0.5,0,1,0,1,415,29.3,0,9.9,4.5,0,0,240.96385542168676,120.48192771084338,5,0,240.96385542168676,0,240.96385542168676
57239,SD,4,0,0,0,0,0,0,336,14.9,0,17,9.5,0,0,0,0,1,0,0,0,0
57241,SD,4,1,0.5,0,1,0,1,976,16.8,3.8,11.3,2.7,2.4,7.9,102.45901639344262,51.22950819672131,3,0,102.45901639344262,0,102.45901639344262
57245,SD,1,1,0.75,0,1,1,1,178,13.7,29.8,33.7,12.4,0,0,561.7977528089888,421.34831460674155,5,0,561.7977528089888,561.7977528089888,561.7977528089888
57248,SD,2,0,0,0,0,0,0,1114,24.3,7,9.2,13.3,1,1.9,0,0,1,0,0,0,0
57249,SD,2,0,0,0,0,0,0,879,22.9,20.1,13,10.3,1.6,0,0,0,1,0,0,0,0
57251,SD,1,1,0.75,1,1,0,1,185,17.8,55.7,59.9,10.4,4.4,0,540.5405405405405,405.4054054054054,5,540.5405405405405,540.5405405405405,0,540.5405405405405
57252,SD,28,9,5.25,3,9,1,8,4945,12.9,8.3,9.9,5.8,3.8,2.9,182.0020222446916,106.16784630940344,5,60.66734074823054,182.0020222446916,20.222446916076844,161.77957532861475
57255,SD,5,3,1.75,1,3,0,3,390,20.6,31.8,17.6,6.3,7.1,10.8,769.2307692307693,448.71794871794873,5,256.4102564102564,769.2307692307693,0,769.2307692307693
57258,SD,3,0,0,0,0,0,0,138,21.8,4.3,24.6,8,1.8,46.2,0,0,1,0,0,0,0
57259,SD,2,1,1,1,1,1,1,680,18.8,0.7,7.2,10.1,9.4,2.3,147.05882352941177,147.05882352941177,5,147.05882352941177,147.05882352941177,147.05882352941177,147.05882352941177
57260,SD,8,3,1,1,3,0,0,1093,16.2,15.6,23.9,2,8.9,1.2,274.4739249771272,91.49130832570906,4,91.49130832570906,274.4739249771272,0,0
57261,SD,3,2,0.75,0,2,0,1,266,32.8,2.6,15,12.7,5.9,0,751.8796992481203,281.9548872180451,5,0,751.8796992481203,0,375.9398496240602
57262,SD,34,12,4.75,1,9,0,9,5495,23.7,65.3,40.9,13.9,14.7,5.1,218.3803457688808,86.44222020018198,4,18.198362147406733,163.7852593266606,0,163.7852593266606
57264,SD,3,0,0,0,0,0,0,235,32.7,1.7,12.3,4.5,3.7,1.9,0,0,1,0,0,0,0
57265,SD,1,1,0.5,0,1,0,1,181,18.1,0.6,12.7,3.2,0,0,552.4861878453039,276.24309392265195,5,0,552.4861878453039,0,552.4861878453039
57266,SD,2,0,0,0,0,0,0,583,26.8,28.3,24.4,9.4,6.7,1.8,0,0,1,0,0,0,0
57269,SD,1,0,0,0,0,0,0,163,32.5,1.2,10.4,17,0,0,0,0,1,0,0,0,0
57270,SD,2,1,0.5,0,1,0,1,755,33.2,59.9,25.6,26,6.3,7.7,132.4503311258278,66.2251655629139,3,0,132.4503311258278,0,132.4503311258278
57271,SD,2,0,0,0,0,0,0,227,40,5.3,44.9,5.6,8,2.9,0,0,1,0,0,0,0
57273,SD,4,2,0.75,0,2,0,1,1128,30.9,52.6,44.6,9.1,7.1,8.8,177.3049645390071,66.48936170212765,3,0,177.3049645390071,0,88.65248226950355
57274,SD,20,7,2.5,1,5,0,4,2744,22.8,3.9,19.6,7.9,0.9,2,255.10204081632654,91.10787172011662,4,36.44314868804665,182.21574344023324,0,145.7725947521866
57276,SD,7,3,1.5,1,3,0,2,1102,8.7,1.1,11.4,5.2,4.1,0,272.2323049001815,136.11615245009074,5,90.74410163339383,272.2323049001815,0,181.48820326678765
57278,SD,4,1,0.5,0,1,0,1,1052,16.5,11.1,10,7.9,0,0,95.05703422053232,47.52851711026616,3,0,95.05703422053232,0,95.05703422053232
57279,SD,4,3,1,0,2,0,2,994,20.7,13.2,10.5,4.5,5.5,0.7,301.8108651911469,100.6036217303823,4,0,201.2072434607646,0,201.2072434607646
57301,SD,98,43,19.5,14,35,0,29,18643,16.8,10.6,22.7,10.2,4.1,1.9,230.64957356648608,104.59689964061577,4,75.09520999839081,187.73802499597704,0,155.55436356809525
57311,SD,3,1,0.5,0,1,0,1,1682,9.8,5.5,6.8,4.7,6,0.9,59.45303210463734,29.72651605231867,2,0,59.45303210463734,0,59.45303210463734
57312,SD,2,2,1,0,2,0,2,721,4.9,21.6,14.5,13.3,5.2,0,277.39251040221916,138.69625520110958,5,0,277.39251040221916,0,277.39251040221916
57313,SD,10,5,2.25,0,5,0,4,1175,25.7,8.3,19.6,8.7,3.7,0.9,425.531914893617,191.48936170212767,5,0,425.531914893617,0,340.4255319148936
57314,SD,3,1,0.75,1,1,0,1,668,19.8,4.8,19.9,4.5,1.6,0,149.7005988023952,112.27544910179641,5,149.7005988023952,149.7005988023952,0,149.7005988023952
57315,SD,2,1,0.5,0,1,0,1,1164,22.6,4.9,32.5,11.5,2.4,8.1,85.91065292096219,42.955326460481096,2,0,85.91065292096219,0,85.91065292096219
57317,SD,2,1,0.25,0,1,0,0,669,37.4,29.4,42.6,13.4,2.4,6.1,149.47683109118086,37.369207772795214,2,0,149.47683109118086,0,0
57319,SD,1,0,0,0,0,0,0,916,19.4,9.9,16.5,10.2,6.8,4.9,0,0,1,0,0,0,0
