ZCTA,state,n,civic_org_sum,civic_opp_sum,volunteer_sum,membership_sum,take_action_sum,events_sum,TotalPopulation,BROAD,REMNRTY,POV150,NOHSDP,SNGPNT,UNEMP,civic_org_sum_normalized,civic_opp_sum_normalized,civic_opp_index,volunteer_sum_normalized,membership_sum_normalized,take_action_sum_normalized,events_sum_normalized
01095,MA,55,23,11.75,12,19,1,15,14737,13.2,11,7.5,4.6,3.3,0.8,156.06975639546718,79.7312885933365,4,81.4276989889394,128.92719006582072,6.785641582411617,101.78462373617425
01096,MA,11,3,1.5,1,3,0,2,2413,17.7,3.6,7.6,3.2,0,2.3,124.32656444260257,62.16328222130129,3,41.44218814753419,124.32656444260257,0,82.88437629506838
01098,MA,8,0,0,0,0,0,0,1042,15.3,1.3,7.4,4.3,1.4,4.4,0,0,1,0,0,0,0
01101,MA,2,1,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01102,MA,1,1,0.25,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01103,MA,86,38,15.75,16,30,4,13,2168,35,75.5,52,22.2,6.6,7.3,1752.7675276752768,726.4760147601476,5,738.0073800738007,1383.7638376383763,184.50184501845018,599.630996309963
01104,MA,84,37,15.75,8,35,3,17,23226,25.4,76,39.6,25.9,19.4,11,159.30422802032206,67.8119349005425,3,34.44415740979936,150.69318866787222,12.916559028674762,73.19383449582365
01105,MA,59,24,9.5,9,17,1,11,12527,31.7,90.9,62.4,34.4,17.6,15.4,191.58617386445277,75.83619382134589,4,71.84481519916979,135.70687315398737,7.982757244352199,87.81032968787419
01106,MA,79,22,11.25,10,18,4,13,16150,7.5,15.1,4.1,3.3,4.2,5.6,136.22291021671828,69.6594427244582,4,61.919504643962846,111.45510835913312,24.76780185758514,80.49535603715171
01107,MA,33,4,2,1,3,0,4,12387,22.7,88.6,53.2,33.4,23,16.8,32.29191894728344,16.14595947364172,1,8.07297973682086,24.218939210462583,0,32.29191894728344
01108,MA,76,20,9.25,9,15,3,10,26257,20.7,69.3,42.9,21.1,13.2,8.8,76.17016414670374,35.228700917850475,2,34.27657386601668,57.127623110027805,11.425524622005561,38.08508207335187
01109,MA,134,17,6.75,3,12,1,11,31242,24.2,80.9,44.5,23.7,16.2,11.6,54.413929966071315,21.60553101594008,2,9.602458229306702,38.40983291722681,3.2008194097689007,35.20901350745791
01111,MA,6,1,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01115,MA,8,2,0.5,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01118,MA,40,14,6.75,8,9,0,11,15073,9,49.8,20.4,9.7,12.7,7.4,92.88131095336031,44.78206063822729,3,53.07503483049161,59.70941418430306,0,72.97817289192596
01119,MA,33,11,5,5,10,0,5,13803,22.4,57.5,30.9,10.6,13.4,3.4,79.69282040136203,36.224009273346375,2,36.224009273346375,72.44801854669275,0,36.224009273346375
01128,MA,4,1,0.5,1,1,0,0,3232,13.9,34.8,10.1,9.7,3.7,5.4,30.940594059405942,15.470297029702971,1,30.940594059405942,30.940594059405942,0,0
01129,MA,15,4,2.25,3,4,0,2,5916,14,45.9,18.3,6.9,6.5,5.5,67.6132521974307,38.03245436105477,2,50.70993914807302,67.6132521974307,0,33.80662609871535
01139,MA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01144,MA,12,4,2,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01151,MA,20,6,2.5,3,4,0,3,9640,19.1,65.9,33.2,19.4,14.8,6.5,62.24066390041494,25.933609958506224,2,31.12033195020747,41.49377593360996,0,31.12033195020747
01199,MA,6,2,0.75,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01201,MA,220,84,34.5,34,64,5,35,45372,14.2,18.8,22.3,7.5,7.5,7.1,185.13620735255225,76.03808516265538,4,74.93608392841399,141.05615798289693,11.020012342413823,77.14008639689676
01202,MA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01213,MA,1,1,0.75,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01220,MA,32,14,6.5,7,10,0,9,8161,19.8,5.7,21.6,10.8,4.1,6.2,171.54760446023772,79.64710207082466,4,85.77380223011886,122.53400318588409,0,110.28060286729567
01222,MA,2,1,0.25,0,1,0,0,754,14.5,1.2,8.6,24.6,2.1,6.9,132.6259946949602,33.15649867374005,2,0,132.6259946949602,0,0
01223,MA,14,2,0.75,2,1,0,0,2658,15.1,10,15.6,5.1,4.6,4.9,75.24454477050413,28.216704288939052,2,75.24454477050413,37.62227238525207,0,0
01225,MA,8,3,1.25,0,2,0,3,3243,14.4,7.1,9.6,6.2,3.8,5.8,92.50693802035153,38.544557508479805,2,0,61.67129201356769,0,92.50693802035153
01226,MA,35,18,7.5,7,16,0,7,6356,14.5,5.4,14.5,5.1,4.1,3,283.1969792322215,117.99874134675896,5,110.13215859030836,251.73064820641912,0,110.13215859030836
01230,MA,83,32,15.25,21,26,2,12,9139,14.2,10.4,14.4,4.6,8.1,3,350.1477185687712,166.86727213043002,5,229.7844403107561,284.4950213371266,21.8842324105482,131.3053944632892
01235,MA,10,6,3.75,4,5,1,5,2610,14.5,5.2,15.7,9.2,3.3,4,229.88505747126436,143.67816091954023,5,153.25670498084293,191.57088122605364,38.31417624521073,191.57088122605364
01236,MA,3,3,1,1,2,0,1,1632,3.4,16.9,11.8,4.5,0,4.1,183.8235294117647,61.27450980392157,3,61.27450980392157,122.54901960784314,0,61.27450980392157
01237,MA,6,3,1.5,2,2,1,1,2332,12.6,0.6,13.8,4,6.7,2.5,128.64493996569468,64.32246998284734,3,85.76329331046313,85.76329331046313,42.88164665523156,42.88164665523156
01238,MA,27,10,6,6,9,3,6,5626,6.4,9.4,8.5,3.3,7,3.1,177.74617845716318,106.6477070742979,5,106.6477070742979,159.97156061144685,53.32385353714895,106.6477070742979
01240,MA,40,10,4.5,4,9,0,5,4926,19.2,8.9,10.5,3.8,2.6,9.3,203.00446609825417,91.35200974421437,4,81.20178643930167,182.70401948842874,0,101.50223304912708
01243,MA,1,1,0.75,1,1,0,1,163,21.3,11,13.5,0,0,0,613.4969325153374,460.1226993865031,5,613.4969325153374,613.4969325153374,0,613.4969325153374
01244,MA,2,0,0,0,0,0,0,164,38.2,0,4.9,10,0,0,0,0,1,0,0,0,0
01247,MA,71,29,16,16,27,3,18,15405,15.9,13.8,23.5,11.3,6,4.8,188.25056799740344,103.862382343395,4,103.862382343395,175.26777020447906,19.474196689386563,116.84518013631937
01253,MA,3,1,1,1,1,1,1,879,15.7,3.6,9.4,3.4,3.5,10.8,113.76564277588169,113.76564277588169,5,113.76564277588169,113.76564277588169,113.76564277588169,113.76564277588169
01254,MA,6,2,1.25,2,2,0,1,995,7,8.2,7.2,0.9,0.9,1.7,201.00502512562815,125.62814070351759,5,201.00502512562815,201.00502512562815,0,100.50251256281408
01255,MA,1,0,0,0,0,0,0,865,18.1,4.7,13.6,12,0.6,1.6,0,0,1,0,0,0,0
01256,MA,6,4,2.5,2,4,1,3,708,10,7.2,22,11.6,10.3,4.4,564.9717514124294,353.1073446327684,5,282.4858757062147,564.9717514124294,141.24293785310735,423.728813559322
01257,MA,20,10,3.75,3,7,0,5,2034,15.8,13.2,14.3,2.2,1.2,2.8,491.6420845624385,184.36578171091446,5,147.49262536873155,344.149459193707,0,245.82104228121926
01258,MA,2,1,0.25,0,1,0,0,161,13,2.5,11.2,0,0,3.2,621.1180124223603,155.27950310559007,5,0,621.1180124223603,0,0
01259,MA,1,0,0,0,0,0,0,720,16.4,11.1,13,1.6,2.7,5.2,0,0,1,0,0,0,0
01260,MA,1,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,1,0,0,0,0
01262,MA,9,2,0.75,1,1,0,1,1627,16.9,13.9,25.3,2.9,3.5,5.4,122.92562999385372,46.097111247695146,3,61.46281499692686,61.46281499692686,0,61.46281499692686
01266,MA,7,3,1.5,2,2,0,2,920,2.9,11.7,12.6,4.2,10.7,4.4,326.0869565217391,163.04347826086956,5,217.3913043478261,217.3913043478261,0,217.3913043478261
01267,MA,43,11,4.75,3,10,2,4,8166,7.6,18.5,9.9,2.1,6.3,1.8,134.70487386725446,58.16801371540534,3,36.737692872887585,122.45897624295861,24.49179524859172,48.98359049718344
01270,MA,4,2,1.25,1,1,1,2,949,7.5,16.9,7.6,3.5,1.9,2.6,210.7481559536354,131.71759747102212,5,105.3740779768177,105.3740779768177,105.3740779768177,210.7481559536354
01301,MA,103,36,19,19,35,4,18,17901,13,13.8,22.2,9,9,5.7,201.10608345902463,106.13932182559634,5,106.13932182559634,195.51980336294062,22.34512038433607,100.55304172951232
01330,MA,7,4,1.5,2,3,0,1,1542,14.9,12.4,17.5,2.5,2.7,9.4,259.40337224383916,97.27626459143968,4,129.70168612191958,194.55252918287937,0,64.85084306095979
01331,MA,52,14,7,5,14,1,8,13870,10.7,9.7,17.6,9.7,3.4,8.7,100.93727469358328,50.46863734679164,3,36.04902667627974,100.93727469358328,7.209805335255948,57.67844268204758
01337,MA,13,3,1.25,1,2,0,2,2492,8.5,3.9,10.5,4.7,5.9,4.8,120.38523274478331,50.16051364365971,3,40.12841091492777,80.25682182985554,0,80.25682182985554
01338,MA,1,1,0.5,1,1,0,0,97,9.5,15.5,10.3,5.6,0,0,1030.9278350515465,515.4639175257732,5,1030.9278350515465,1030.9278350515465,0,0
01339,MA,13,6,3,3,5,0,4,1493,18.8,5.9,15.9,6.7,1.9,5.9,401.8754186202277,200.93770931011386,5,200.93770931011386,334.8961821835231,0,267.9169457468185
01340,MA,7,3,1,1,2,0,1,1818,19.8,6.8,12.1,6,3.8,3,165.01650165016503,55.005500550055004,3,55.005500550055004,110.01100110011001,0,55.005500550055004
01341,MA,4,0,0,0,0,0,0,1658,7.3,2.7,5.3,2.3,4.8,4.3,0,0,1,0,0,0,0
01342,MA,7,4,1.25,0,4,0,1,1135,11.1,12.2,16.8,1.9,7,4.8,352.42290748898677,110.13215859030836,5,0,352.42290748898677,0,88.10572687224669
01343,MA,1,0,0,0,0,0,0,152,18.3,5.9,15.3,15.7,0,0,0,0,1,0,0,0,0
01344,MA,5,4,2,1,4,1,2,1697,12.8,9.3,15.9,8.1,2.3,8.8,235.7100766057749,117.85503830288745,5,58.927519151443725,235.7100766057749,58.927519151443725,117.85503830288745
01345,MA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01346,MA,2,1,0.5,0,1,0,1,407,16.7,7.1,6.3,3.3,1.1,2.5,245.7002457002457,122.85012285012284,5,0,245.7002457002457,0,245.7002457002457
01347,MA,2,0,0,0,0,0,0,207,0,33.8,13,8,0,0,0,0,1,0,0,0,0
01349,MA,3,1,0.5,0,1,0,1,715,18.7,21.5,15,5.5,13.8,2.7,139.86013986013987,69.93006993006993,4,0,139.86013986013987,0,139.86013986013987
01351,MA,9,2,1.5,1,2,1,2,2725,7,4.2,15.3,6.1,2,3.9,73.39449541284404,55.04587155963303,3,36.69724770642202,73.39449541284404,36.69724770642202,73.39449541284404
01354,MA,6,2,0.5,1,1,0,0,1708,8.8,7.3,17.9,4.8,3,6.4,117.096018735363,29.27400468384075,2,58.5480093676815,58.5480093676815,0,0
01355,MA,7,3,1.5,1,3,0,2,1010,9.9,22.6,14.1,2.7,4.6,2.4,297.029702970297,148.5148514851485,5,99.00990099009901,297.029702970297,0,198.01980198019803
01360,MA,21,8,4.25,4,7,1,5,2899,14.8,10.2,12,7.3,2.8,3.5,275.95722662987237,146.6022766471197,5,137.97861331493618,241.46257330113832,34.494653328734046,172.47326664367023
01364,MA,25,10,4.75,4,9,0,6,7684,12.7,7.5,24.9,10.4,7.1,9.1,130.14055179593961,61.81676210307132,3,52.05622071837585,117.12649661634565,0,78.08433107756377
01366,MA,11,4,2,2,4,0,2,1141,14.8,10.2,10.6,3.7,0.9,4.1,350.56967572304995,175.28483786152498,5,175.28483786152498,350.56967572304995,0,175.28483786152498
01367,MA,2,1,0.25,0,0,0,1,473,19.7,12.5,21,8.2,2.2,2,211.41649048625794,52.854122621564485,3,0,0,0,211.41649048625794
01368,MA,4,1,0.25,0,1,0,0,1461,28.9,1.2,12.9,9.7,4.2,4.3,68.44626967830253,17.111567419575632,1,0,68.44626967830253,0,0
01370,MA,36,15,8,7,13,1,11,3690,9.3,10.3,18,3.7,3.1,6.2,406.5040650406504,216.80216802168022,5,189.7018970189702,352.30352303523034,27.100271002710027,298.1029810298103
01373,MA,22,8,4,4,8,1,3,5076,17.8,7.8,11.2,4.7,7.9,2.9,157.60441292356185,78.80220646178093,4,78.80220646178093,157.60441292356185,19.70055161544523,59.1016548463357
01375,MA,14,1,0.75,1,1,0,1,3667,8.4,19.6,22.2,3.1,2.6,2.6,27.270248159258248,20.452686119443687,2,27.270248159258248,27.270248159258248,0,27.270248159258248
01376,MA,29,12,5.75,5,10,1,7,4968,21.7,10.2,20.7,7.1,2.6,6.1,241.54589371980677,115.74074074074075,5,100.64412238325282,201.28824476650564,20.128824476650564,140.90177133655394
01378,MA,6,2,1.25,1,2,0,2,762,13.8,3.9,12.3,5.9,1.6,6.8,262.4671916010499,164.04199475065616,5,131.23359580052494,262.4671916010499,0,262.4671916010499
01379,MA,5,2,0.75,1,1,0,1,819,29.9,18.7,23.8,3.1,4.5,12.1,244.2002442002442,91.57509157509158,4,122.1001221001221,122.1001221001221,0,122.1001221001221
01420,MA,115,35,16,14,31,2,17,41766,13.1,39.1,23.7,11.8,8.3,8.1,83.80022027486473,38.30867212565244,2,33.52008810994589,74.2230522434516,4.788584015706555,40.70296413350572
01430,MA,25,7,4,4,6,1,5,6316,4.5,8,9.7,4.9,8.1,3.9,110.82963901203293,63.33122229259025,3,63.33122229259025,94.99683343888537,15.832805573147562,79.16402786573781
01431,MA,9,4,2,3,3,0,2,3189,5,6.1,6.7,7,1.1,4.7,125.43116964565695,62.715584822828475,3,94.07337723424271,94.07337723424271,0,62.715584822828475
01432,MA,32,8,4.75,5,8,1,5,7912,11,20.8,5.8,7.3,5.5,5.3,101.11223458038423,60.03538928210313,3,63.19514661274014,101.11223458038423,12.639029322548028,63.19514661274014
01434,MA,7,0,0,0,0,0,0,2245,0,46.9,9.9,8.5,15.6,0.9,0,0,1,0,0,0,0
01436,MA,5,3,2,2,3,1,2,3673,20.4,5.3,13.7,13.4,2.1,11.8,81.67710318540702,54.45140212360468,3,54.45140212360468,81.67710318540702,27.22570106180234,54.45140212360468
01440,MA,79,25,13.25,14,21,3,15,21310,14.6,17.4,22.5,10.7,5.9,6.8,117.31581417175035,62.17738151102769,3,65.6968559361802,98.54528390427029,14.077897700610043,70.38948850305022
01450,MA,34,15,9.75,10,14,2,13,11218,4.4,13,6.3,3.4,1.9,5.3,133.71367445177393,86.91388839365305,4,89.14244963451596,124.79942948832235,17.828489926903192,115.88518452487074
01451,MA,26,14,8,10,14,0,8,5068,3,12.5,6.1,1.7,0.6,5.6,276.24309392265195,157.85319652722967,5,197.3164956590371,276.24309392265195,0,157.85319652722967
01452,MA,13,4,1.5,3,1,0,2,4338,9.1,11.5,7.1,3.6,4.5,4.8,92.20839096357768,34.57814661134163,2,69.15629322268326,23.05209774089442,0,46.10419548178884
01453,MA,140,45,19.5,14,35,4,25,43478,9.7,30.8,14.8,10,7.2,5.5,103.50062100372602,44.85026910161461,3,32.20019320115921,80.50048300289802,9.200055200331201,57.50034500207001
01460,MA,42,13,6.75,9,11,1,6,10063,4,11.4,6.9,2.8,3.5,5.9,129.1861273973964,67.07741230249428,3,89.43654973665905,109.31133856702772,9.937394415184338,59.62436649110603
01462,MA,34,15,7.25,6,11,1,11,11657,6.3,12.5,11.4,4.5,5.6,7.7,128.6780475250922,62.194389637127905,3,51.47121901003689,94.36390151840097,8.578536501672815,94.36390151840097
01463,MA,26,8,3.75,5,4,0,6,11707,5.7,12,7.7,3.9,3.3,3.8,68.33518407790211,32.032117536516616,2,42.70949004868882,34.16759203895106,0,51.251388058426585
01464,MA,16,4,2,2,3,0,3,7400,7.7,21.6,10.6,10.9,1.5,6.9,54.054054054054056,27.027027027027028,2,27.027027027027028,40.54054054054054,0,40.54054054054054
01467,MA,3,2,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01468,MA,12,5,2.25,3,4,0,2,4058,4.9,7.7,7,6.6,8.5,3.4,123.2134056185313,55.44603252833908,3,73.92804337111878,98.57072449482504,0,49.28536224741252
01469,MA,18,8,4.25,3,6,1,7,7479,7.3,12.2,9.1,3.4,4.4,3.4,106.96617194812141,56.825778847439494,3,40.11231448054553,80.22462896109106,13.370771493515177,93.59540045460624
01473,MA,19,7,3,3,5,0,4,8148,8,2.5,8.9,3.8,5,4.5,85.91065292096219,36.81885125184094,2,36.81885125184094,61.36475208640157,0,49.09180166912126
01474,MA,5,2,0.75,1,1,0,1,1665,9.7,10.5,9.2,7.6,1.2,6.8,120.12012012012012,45.04504504504504,3,60.06006006006006,60.06006006006006,0,60.06006006006006
01475,MA,35,11,4.75,5,10,0,4,10292,13.6,12.9,18.7,7.4,5,6.3,106.87912942090945,46.15235134084726,3,48.581422464049744,97.16284492809949,0,38.8651379712398
01501,MA,64,18,8.5,9,15,1,9,16684,10.4,9.4,9.4,6.3,4.4,4.8,107.8877966914409,50.94701510429154,3,53.94389834572045,89.90649724286742,5.993766482857827,53.94389834572045
01503,MA,17,5,2.75,3,4,1,3,3326,12.2,6.5,5.9,3.4,4,5.1,150.3307276007216,82.68190018039687,4,90.19843656043295,120.26458208057727,30.066145520144318,90.19843656043295
01504,MA,14,3,1.75,1,3,1,2,9188,6.6,13.2,7.2,3.6,2.8,3.9,32.6512842838485,19.046582498911622,2,10.8837614279495,32.6512842838485,10.8837614279495,21.767522855899
01505,MA,28,12,6.75,7,11,0,9,4810,2.8,6.7,6.2,3.8,3.4,3.6,249.48024948024948,140.33264033264032,5,145.53014553014552,228.69022869022868,0,187.1101871101871
01506,MA,8,2,0.5,1,1,0,0,3435,14.6,5.2,14.1,5.7,2.3,4,58.22416302765648,14.55604075691412,1,29.11208151382824,29.11208151382824,0,0
01507,MA,44,17,7.25,7,15,0,7,13312,7.2,9.2,5.8,4.7,6.6,4.3,127.70432692307692,54.46213942307692,3,52.58413461538461,112.68028846153847,0,52.58413461538461
01509,MA,1,1,0.5,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01510,MA,51,12,5,4,10,0,6,15221,8.9,21.7,14.1,7.3,4.6,3.7,78.83844688259641,32.84935286774851,2,26.279482294198804,65.69870573549701,0,39.41922344129821
01515,MA,8,4,2.25,2,4,1,2,2040,12.3,8.1,10.2,5.8,4,7.1,196.07843137254903,110.29411764705883,5,98.03921568627452,196.07843137254903,49.01960784313726,98.03921568627452
01516,MA,23,9,4.25,3,9,0,5,9186,8.1,7.4,5.8,2.1,1.8,5.5,97.97517962116264,46.2660570433268,3,32.65839320705421,97.97517962116264,0,54.43065534509036
01518,MA,6,0,0,0,0,0,0,3299,11.3,6.1,16.2,6.6,9.1,8.5,0,0,1,0,0,0,0
01519,MA,31,9,4.75,6,7,0,6,7626,5.1,19,7.7,2.2,4.4,3.1,118.01730920535012,62.286913191712564,3,78.67820613690007,91.7912404930501,0,78.67820613690007
01520,MA,55,20,9,9,17,1,9,16752,6.9,13.3,6.6,3.3,6.5,5.3,119.38872970391596,53.72492836676218,3,53.72492836676218,101.48042024832856,5.969436485195797,53.72492836676218
01521,MA,15,4,2.25,2,4,0,3,2591,10.4,7.8,12.9,7.8,6.7,6.2,154.38054805094558,86.83905827865689,4,77.19027402547279,154.38054805094558,0,115.78541103820919
01522,MA,7,3,1.5,0,3,0,3,2907,5.8,5.8,6.5,1.9,5.4,4.1,103.19917440660474,51.59958720330237,3,0,103.19917440660474,0,103.19917440660474
01523,MA,32,9,4.5,4,9,1,4,8359,7.7,18.4,5.8,9.2,2.4,9.4,107.66838138533318,53.83419069266659,3,47.852613949036964,107.66838138533318,11.963153487259241,47.852613949036964
01524,MA,22,9,5.25,5,9,1,7,6296,11.2,10.6,9.1,6.1,2.6,4.4,142.94790343074968,83.38627700127064,4,79.41550190597205,142.94790343074968,15.88310038119441,111.18170266836087
01527,MA,39,17,9,9,13,3,11,13827,7.1,12,8.1,6.8,5.5,5.4,122.94785564475302,65.09004122369278,3,65.09004122369278,94.01894843422289,21.696680407897592,79.55449482895784
01529,MA,5,1,0.25,0,0,0,1,3166,14.7,4.1,11.8,6.8,3.3,3.1,31.585596967782692,7.896399241945673,1,0,0,0,31.585596967782692
01531,MA,4,1,0.75,1,1,0,1,1052,15.1,3.3,15.2,12,4.9,3.9,95.05703422053232,71.29277566539923,4,95.05703422053232,95.05703422053232,0,95.05703422053232
01532,MA,72,30,15.75,15,27,3,18,15605,2,21.8,7.2,2.3,4.8,4.9,192.24607497596924,100.92918936238385,4,96.12303748798462,173.02146747837233,19.224607497596924,115.34764498558154
01534,MA,9,6,2.75,3,4,1,3,6169,11.8,11,5.1,7.7,2.3,5.2,97.26049602852974,44.57772734640947,3,48.63024801426487,64.8403306856865,16.210082671421624,48.63024801426487
01535,MA,18,5,2.5,1,4,0,5,4757,14.9,3.8,11.2,6.7,1.8,3.6,105.10826150935463,52.55413075467732,3,21.021652301870926,84.0866092074837,0,105.10826150935463
01536,MA,21,10,3.75,4,7,0,4,7141,8.6,28.8,14,6.2,5.2,7,140.0364094664613,52.51365354992298,3,56.01456378658451,98.02548662652289,0,56.01456378658451
01537,MA,2,0,0,0,0,0,0,1775,27,6.9,3.7,16.8,0,0.2,0,0,1,0,0,0,0
01540,MA,29,9,4.5,3,7,1,7,11529,7.4,9,6.7,4.1,4.6,5.6,78.06401249024199,39.032006245120996,2,26.021337496747332,60.71645415907711,8.673779165582443,60.71645415907711
01541,MA,16,6,2.75,3,6,0,2,3502,5.1,9,5.6,1.5,3.7,1.6,171.33066818960594,78.5265562535694,4,85.66533409480297,171.33066818960594,0,57.110222729868646
01542,MA,3,1,0.75,1,1,0,1,2667,8.2,13.9,4,4,8.1,0,37.49531308586427,28.1214848143982,2,37.49531308586427,37.49531308586427,0,37.49531308586427
01543,MA,27,8,4.25,5,6,0,6,8988,3.9,6.4,3.3,2.7,1.1,2.9,89.00756564307966,47.28526924788607,3,55.62972852692479,66.75567423230974,0,66.75567423230974
01545,MA,125,43,21.25,25,34,4,22,38291,6.1,34.1,7.6,4.6,5.1,3.7,112.29792901726255,55.496069572484394,3,65.28949361468753,88.79371131597503,10.446318978350003,57.454754380925024
01550,MA,43,11,5.25,5,10,1,5,17643,14.7,40.1,30.4,17.5,9.1,9.1,62.347673298191914,29.756844074137053,2,28.339851499178145,56.67970299835629,5.667970299835629,28.339851499178145
01560,MA,10,6,2.75,3,5,0,3,4773,3.9,31.2,6.3,4.1,0.8,7.8,125.70710245128849,57.615755290173894,3,62.853551225644246,104.75591870940708,0,62.853551225644246
01561,MA,2,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,0,0,0
01562,MA,29,10,4.75,6,7,0,6,11963,14.3,8.9,11.2,7.3,4.9,6.7,83.59107247345983,39.70575942489342,2,50.1546434840759,58.51375073142189,0,50.1546434840759
01564,MA,27,6,2.75,3,6,0,2,8015,2.6,6.1,5.4,3.4,6.6,3.6,74.85963817841547,34.310667498440424,2,37.42981908920773,74.85963817841547,0,24.95321272613849
01566,MA,23,5,2.25,1,4,1,3,6507,5.8,9.9,4.7,5.6,6.6,2,76.84032580298141,34.57814661134163,2,15.36806516059628,61.47226064238512,15.36806516059628,46.10419548178884
01568,MA,25,14,6.25,6,10,1,8,7826,8.7,19.4,2.7,2.3,3.1,6.8,178.89087656529517,79.86199846664962,4,76.66751852798365,127.77919754663941,12.777919754663941,102.22335803731153
01569,MA,58,20,7,9,8,1,10,13948,6.1,6.1,5.8,4.6,4.2,4.5,143.38973329509608,50.186406653283626,3,64.52537998279323,57.355893318038426,7.169486664754803,71.69486664754804
01570,MA,35,14,6.75,4,13,1,9,17664,14.9,21.7,18,8.2,10.4,7.1,79.2572463768116,38.213315217391305,2,22.644927536231883,73.59601449275362,5.661231884057971,50.95108695652174
01571,MA,27,7,3.75,4,7,0,4,11890,9.6,12.3,11.3,7.3,7,5,58.87300252312868,31.53910849453322,2,33.6417157275021,58.87300252312868,0,33.6417157275021
01581,MA,105,52,22,22,44,1,21,21213,5.6,40.6,9.6,3.6,2.8,2.9,245.13270164521757,103.70998915759205,4,103.70998915759205,207.4199783151841,4.714090416254184,98.99589874133785
01583,MA,36,13,6.75,6,12,0,9,7607,9.7,15.1,8.8,9.7,5.7,4.4,170.89522807940054,88.7340607335349,4,78.87472065203103,157.74944130406206,0,118.31208097804654
01585,MA,11,2,1.25,2,1,1,1,4864,10.3,2.4,15.2,5.8,3.9,5.3,41.11842105263158,25.699013157894736,2,41.11842105263158,20.55921052631579,20.55921052631579,20.55921052631579
01588,MA,39,16,7.5,7,15,1,7,10206,12.7,18.9,15.1,5.5,10.8,7.2,156.7705271408975,73.4861845972957,4,68.58710562414267,146.9723691945914,9.798157946306095,68.58710562414267
01590,MA,31,11,5.5,5,11,1,5,9219,8.8,9.3,6.1,3.5,2.1,1.9,119.31879813428789,59.659399067143944,3,54.23581733376722,119.31879813428789,10.847163466753443,54.23581733376722
01602,MA,84,29,14.5,9,27,3,19,26711,10.9,28.4,20.4,7.3,7.8,4.8,108.56950320092845,54.284751600464226,3,33.69398375201228,101.08195125603685,11.231327917337426,71.13174347647036
01603,MA,60,20,8.75,9,17,0,9,20184,13.3,54.3,28.9,15.4,7.3,8.1,99.08838684106223,43.35116924296472,2,44.589774078478,84.22512881490289,0,44.589774078478
01604,MA,93,38,17.75,17,31,4,19,40961,11.3,47.9,21,13.3,7.1,5.1,92.77117257879446,43.333902980884254,2,41.50289299577647,75.6817460511218,9.765386587241522,46.38558628939723
01605,MA,100,38,16,12,28,2,23,30353,17.8,55.4,35.6,15.7,12.6,6.7,125.19355582644219,52.71307613744935,3,39.53480710308701,92.24788324053635,6.589134517181169,75.77504694758343
01606,MA,69,30,13.75,14,26,0,15,22883,11.7,36.4,16.1,9.1,7.2,4.2,131.10169121181664,60.08827513874929,3,61.1807892321811,113.62146571690775,0,65.55084560590832
01607,MA,16,7,2.5,2,6,1,1,8836,13.6,44.4,24.2,15.3,4.5,10.8,79.22136713444998,28.293345405160707,2,22.634676324128566,67.90402897238569,11.317338162064283,11.317338162064283
01608,MA,171,50,19.25,21,42,1,13,4782,11.8,72.6,50.8,21.5,19.8,7.1,1045.5876202425763,402.5512337933919,5,439.14680050188207,878.2936010037641,20.911752404851526,271.85278126306986
01609,MA,151,53,23.75,28,43,2,22,23509,17.3,34.1,33.3,12.5,4.3,7.9,225.44557403547577,101.02513930834999,4,119.10332213194947,182.90867327406525,8.507380152282105,93.58118167510315
01610,MA,80,32,13.25,13,25,2,13,26057,18.9,60.9,47.7,27.1,12.9,6.5,122.80769083163833,50.85005948497525,3,49.89062440035307,95.94350846221745,7.675480676977395,49.89062440035307
01611,MA,9,3,1.5,2,2,0,2,2209,16.6,15,8.6,11.1,3.3,3.7,135.80805794477138,67.90402897238569,3,90.53870529651427,90.53870529651427,0,90.53870529651427
01612,MA,21,9,4,5,7,0,4,5005,9.2,14.6,2.8,2.1,3.1,3.9,179.82017982017982,79.92007992007991,4,99.9000999000999,139.86013986013987,0,79.92007992007991
