ZCTA,class,n,freq,primary_org_cat
08046,Professional,1,0.019230769230769232,Religious
08046,Religious,21,0.40384615384615385,Religious
08046,Social & Fraternal,6,0.11538461538461539,Religious
08046,Unions,2,0.038461538461538464,Religious
08046,Youth,2,0.038461538461538464,Religious
08046,NA,6,0.11538461538461539,Religious
08048,Arts & Cultural,2,0.1,Social & Fraternal
08048,Community,1,0.05,Social & Fraternal
08048,Education,1,0.05,Social & Fraternal
08048,Housing,1,0.05,Social & Fraternal
08048,Professional,1,0.05,Social & Fraternal
08048,Religious,3,0.15,Social & Fraternal
08048,Social & Fraternal,7,0.35,Social & Fraternal
08048,Youth,1,0.05,Social & Fraternal
08048,NA,3,0.15,Social & Fraternal
08049,Foundations,1,0.1111111111111111,NA
08049,Hobby & Sports,2,0.2222222222222222,NA
08049,Religious,1,0.1111111111111111,NA
08049,Social & Fraternal,2,0.2222222222222222,NA
08049,NA,3,0.3333333333333333,NA
08050,Arts & Cultural,2,0.07142857142857142,NA
08050,Economic,1,0.03571428571428571,NA
08050,Education,3,0.10714285714285714,NA
08050,Hobby & Sports,1,0.03571428571428571,NA
08050,Professional,2,0.07142857142857142,NA
08050,Religious,1,0.03571428571428571,NA
08050,Social & Fraternal,6,0.21428571428571427,NA
08050,Unions,4,0.14285714285714285,NA
08050,Youth,1,0.03571428571428571,NA
08050,NA,7,0.25,NA
08051,Community,2,0.09090909090909091,Education
08051,Education,4,0.18181818181818182,Education
08051,Foundations,1,0.045454545454545456,Education
08051,Professional,2,0.09090909090909091,Education
08051,Religious,3,0.13636363636363635,Education
08051,Social & Fraternal,3,0.13636363636363635,Education
08051,Unions,4,0.18181818181818182,Education
08051,NA,3,0.13636363636363635,Education
08052,Community,1,0.043478260869565216,NA
08052,Hobby & Sports,2,0.08695652173913043,NA
08052,Professional,1,0.043478260869565216,NA
08052,Social & Fraternal,7,0.30434782608695654,NA
08052,NA,12,0.5217391304347826,NA
08053,Arts & Cultural,4,0.03333333333333333,NA
08053,Community,2,0.016666666666666666,NA
08053,Economic,2,0.016666666666666666,NA
08053,Education,8,0.06666666666666667,NA
08053,Foundations,1,0.008333333333333333,NA
08053,Healthcare,6,0.05,NA
08053,Hobby & Sports,7,0.058333333333333334,NA
08053,Housing,2,0.016666666666666666,NA
08053,Political,2,0.016666666666666666,NA
08053,Professional,3,0.025,NA
08053,Religious,10,0.08333333333333333,NA
08053,Research & Think Tank,7,0.058333333333333334,NA
08053,Social & Fraternal,16,0.13333333333333333,NA
08053,Unions,1,0.008333333333333333,NA
08053,Youth,2,0.016666666666666666,NA
08053,NA,47,0.39166666666666666,NA
08054,Arts & Cultural,1,0.006993006993006993,Social & Fraternal
08054,Community,5,0.03496503496503497,Social & Fraternal
08054,Economic,2,0.013986013986013986,Social & Fraternal
08054,Education,8,0.055944055944055944,Social & Fraternal
08054,Foundations,4,0.027972027972027972,Social & Fraternal
08054,Healthcare,8,0.055944055944055944,Social & Fraternal
08054,Hobby & Sports,13,0.09090909090909091,Social & Fraternal
08054,Housing,2,0.013986013986013986,Social & Fraternal
08054,Political,2,0.013986013986013986,Social & Fraternal
08054,Professional,17,0.11888111888111888,Social & Fraternal
08054,Religious,15,0.1048951048951049,Social & Fraternal
08054,Research & Think Tank,20,0.13986013986013987,Social & Fraternal
08054,Social & Fraternal,22,0.15384615384615385,Social & Fraternal
08054,Unions,7,0.04895104895104895,Social & Fraternal
08054,Youth,5,0.03496503496503497,Social & Fraternal
08054,NA,12,0.08391608391608392,Social & Fraternal
08055,Arts & Cultural,1,0.017857142857142856,Hobby & Sports
08055,Community,3,0.05357142857142857,Hobby & Sports
08055,Economic,3,0.05357142857142857,Hobby & Sports
08055,Healthcare,5,0.08928571428571429,Hobby & Sports
08055,Hobby & Sports,11,0.19642857142857142,Hobby & Sports
08055,Professional,1,0.017857142857142856,Hobby & Sports
08055,Religious,7,0.125,Hobby & Sports
08055,Research & Think Tank,1,0.017857142857142856,Hobby & Sports
08055,Social & Fraternal,9,0.16071428571428573,Hobby & Sports
08055,Unions,3,0.05357142857142857,Hobby & Sports
08055,Youth,1,0.017857142857142856,Hobby & Sports
08055,NA,11,0.19642857142857142,Hobby & Sports
08056,Hobby & Sports,1,0.25,Youth
08056,Professional,1,0.25,Youth
08056,Youth,2,0.5,Youth
08057,Arts & Cultural,2,0.028985507246376812,NA
08057,Community,2,0.028985507246376812,NA
08057,Economic,1,0.014492753623188406,NA
08057,Education,1,0.014492753623188406,NA
08057,Foundations,2,0.028985507246376812,NA
08057,Healthcare,3,0.043478260869565216,NA
08057,Hobby & Sports,4,0.057971014492753624,NA
08057,Housing,2,0.028985507246376812,NA
08057,Professional,3,0.043478260869565216,NA
08057,Religious,6,0.08695652173913043,NA
08057,Social & Fraternal,12,0.17391304347826086,NA
08057,Unions,1,0.014492753623188406,NA
08057,Youth,3,0.043478260869565216,NA
08057,NA,27,0.391304347826087,NA
08059,Community,1,0.14285714285714285,Social & Fraternal
08059,Education,1,0.14285714285714285,Social & Fraternal
08059,Professional,1,0.14285714285714285,Social & Fraternal
08059,Social & Fraternal,2,0.2857142857142857,Social & Fraternal
08059,NA,2,0.2857142857142857,Social & Fraternal
08060,Arts & Cultural,3,0.03488372093023256,Social & Fraternal
08060,Community,4,0.046511627906976744,Social & Fraternal
08060,Education,4,0.046511627906976744,Social & Fraternal
08060,Healthcare,1,0.011627906976744186,Social & Fraternal
08060,Hobby & Sports,8,0.09302325581395349,Social & Fraternal
08060,Housing,2,0.023255813953488372,Social & Fraternal
08060,Political,2,0.023255813953488372,Social & Fraternal
08060,Professional,5,0.05813953488372093,Social & Fraternal
08060,Religious,15,0.1744186046511628,Social & Fraternal
08060,Research & Think Tank,2,0.023255813953488372,Social & Fraternal
08060,Social & Fraternal,19,0.22093023255813954,Social & Fraternal
08060,Unions,8,0.09302325581395349,Social & Fraternal
08060,Youth,5,0.05813953488372093,Social & Fraternal
08060,NA,8,0.09302325581395349,Social & Fraternal
08061,Economic,1,0.07142857142857142,Professional
08061,Education,1,0.07142857142857142,Professional
08061,Healthcare,1,0.07142857142857142,Professional
08061,Professional,6,0.42857142857142855,Professional
08061,Research & Think Tank,2,0.14285714285714285,Professional
08061,Social & Fraternal,2,0.14285714285714285,Professional
08061,Youth,1,0.07142857142857142,Professional
08062,Community,1,0.041666666666666664,Social & Fraternal
08062,Economic,1,0.041666666666666664,Social & Fraternal
08062,Education,2,0.08333333333333333,Social & Fraternal
08062,Hobby & Sports,4,0.16666666666666666,Social & Fraternal
08062,Political,1,0.041666666666666664,Social & Fraternal
08062,Professional,1,0.041666666666666664,Social & Fraternal
08062,Religious,3,0.125,Social & Fraternal
08062,Social & Fraternal,7,0.2916666666666667,Social & Fraternal
08062,Unions,3,0.125,Social & Fraternal
08062,NA,1,0.041666666666666664,Social & Fraternal
08063,Community,1,0.16666666666666666,Social & Fraternal
08063,Hobby & Sports,1,0.16666666666666666,Social & Fraternal
08063,Professional,1,0.16666666666666666,Social & Fraternal
08063,Social & Fraternal,2,0.3333333333333333,Social & Fraternal
08063,NA,1,0.16666666666666666,Social & Fraternal
08064,NA,1,1,NA
08065,Community,2,0.08695652173913043,NA
08065,Education,1,0.043478260869565216,NA
08065,Hobby & Sports,1,0.043478260869565216,NA
08065,Housing,1,0.043478260869565216,NA
08065,Religious,6,0.2608695652173913,NA
08065,Social & Fraternal,3,0.13043478260869565,NA
08065,Unions,1,0.043478260869565216,NA
08065,Youth,1,0.043478260869565216,NA
08065,NA,7,0.30434782608695654,NA
08066,Education,2,0.13333333333333333,Social & Fraternal
08066,Foundations,1,0.06666666666666667,Social & Fraternal
08066,Religious,2,0.13333333333333333,Social & Fraternal
08066,Social & Fraternal,7,0.4666666666666667,Social & Fraternal
08066,Unions,1,0.06666666666666667,Social & Fraternal
08066,NA,2,0.13333333333333333,Social & Fraternal
08067,Education,1,0.2,NA
08067,Healthcare,1,0.2,NA
08067,Social & Fraternal,1,0.2,NA
08067,NA,2,0.4,NA
08068,Economic,1,0.1,Social & Fraternal
08068,Education,2,0.2,Social & Fraternal
08068,Religious,1,0.1,Social & Fraternal
08068,Social & Fraternal,4,0.4,Social & Fraternal
08068,Unions,1,0.1,Social & Fraternal
08068,NA,1,0.1,Social & Fraternal
08069,Arts & Cultural,1,0.047619047619047616,Social & Fraternal
08069,Community,1,0.047619047619047616,Social & Fraternal
08069,Education,2,0.09523809523809523,Social & Fraternal
08069,Housing,1,0.047619047619047616,Social & Fraternal
08069,Religious,4,0.19047619047619047,Social & Fraternal
08069,Social & Fraternal,5,0.23809523809523808,Social & Fraternal
08069,Unions,3,0.14285714285714285,Social & Fraternal
08069,NA,4,0.19047619047619047,Social & Fraternal
08070,Education,1,0.0625,NA
08070,Research & Think Tank,1,0.0625,NA
08070,Social & Fraternal,3,0.1875,NA
08070,Unions,4,0.25,NA
08070,NA,7,0.4375,NA
08071,Community,3,0.10344827586206896,NA
08071,Education,1,0.034482758620689655,NA
08071,Hobby & Sports,3,0.10344827586206896,NA
08071,Religious,5,0.1724137931034483,NA
08071,Social & Fraternal,6,0.20689655172413793,NA
08071,NA,11,0.3793103448275862,NA
08075,Community,3,0.07692307692307693,Social & Fraternal
08075,Economic,1,0.02564102564102564,Social & Fraternal
08075,Education,3,0.07692307692307693,Social & Fraternal
08075,Foundations,1,0.02564102564102564,Social & Fraternal
08075,Healthcare,1,0.02564102564102564,Social & Fraternal
08075,Hobby & Sports,6,0.15384615384615385,Social & Fraternal
08075,Professional,1,0.02564102564102564,Social & Fraternal
08075,Religious,8,0.20512820512820512,Social & Fraternal
08075,Social & Fraternal,9,0.23076923076923078,Social & Fraternal
08075,Unions,1,0.02564102564102564,Social & Fraternal
08075,NA,5,0.1282051282051282,Social & Fraternal
08077,Arts & Cultural,2,0.043478260869565216,Hobby & Sports
08077,Community,2,0.043478260869565216,Hobby & Sports
08077,Economic,1,0.021739130434782608,Hobby & Sports
08077,Education,2,0.043478260869565216,Hobby & Sports
08077,Healthcare,2,0.043478260869565216,Hobby & Sports
08077,Hobby & Sports,10,0.21739130434782608,Hobby & Sports
08077,Housing,1,0.021739130434782608,Hobby & Sports
08077,Political,1,0.021739130434782608,Hobby & Sports
08077,Professional,2,0.043478260869565216,Hobby & Sports
08077,Religious,2,0.043478260869565216,Hobby & Sports
08077,Research & Think Tank,2,0.043478260869565216,Hobby & Sports
08077,Social & Fraternal,7,0.15217391304347827,Hobby & Sports
08077,Unions,4,0.08695652173913043,Hobby & Sports
08077,NA,8,0.17391304347826086,Hobby & Sports
08078,Foundations,1,0.09090909090909091,Social & Fraternal
08078,Healthcare,1,0.09090909090909091,Social & Fraternal
08078,Hobby & Sports,1,0.09090909090909091,Social & Fraternal
08078,Social & Fraternal,4,0.36363636363636365,Social & Fraternal
08078,Unions,1,0.09090909090909091,Social & Fraternal
08078,NA,3,0.2727272727272727,Social & Fraternal
08079,Economic,1,0.041666666666666664,NA
08079,Education,1,0.041666666666666664,NA
08079,Housing,2,0.08333333333333333,NA
08079,Religious,4,0.16666666666666666,NA
08079,Social & Fraternal,4,0.16666666666666666,NA
08079,Unions,1,0.041666666666666664,NA
08079,Youth,3,0.125,NA
08079,NA,8,0.3333333333333333,NA
08080,Arts & Cultural,1,0.019230769230769232,Education
08080,Community,5,0.09615384615384616,Education
08080,Education,9,0.17307692307692307,Education
08080,Healthcare,2,0.038461538461538464,Education
08080,Hobby & Sports,5,0.09615384615384616,Education
08080,Professional,4,0.07692307692307693,Education
08080,Religious,9,0.17307692307692307,Education
08080,Research & Think Tank,1,0.019230769230769232,Education
08080,Social & Fraternal,8,0.15384615384615385,Education
08080,Unions,4,0.07692307692307693,Education
08080,Youth,3,0.057692307692307696,Education
08080,NA,1,0.019230769230769232,Education
08081,Community,1,0.017857142857142856,Religious
08081,Education,5,0.08928571428571429,Religious
08081,Foundations,1,0.017857142857142856,Religious
08081,Healthcare,4,0.07142857142857142,Religious
08081,Hobby & Sports,7,0.125,Religious
08081,Political,1,0.017857142857142856,Religious
08081,Religious,13,0.23214285714285715,Religious
08081,Research & Think Tank,1,0.017857142857142856,Religious
08081,Social & Fraternal,6,0.10714285714285714,Religious
08081,Unions,5,0.08928571428571429,Religious
08081,Youth,2,0.03571428571428571,Religious
08081,NA,10,0.17857142857142858,Religious
08083,Economic,1,0.0625,Social & Fraternal
08083,Foundations,1,0.0625,Social & Fraternal
08083,Housing,2,0.125,Social & Fraternal
08083,Professional,1,0.0625,Social & Fraternal
08083,Religious,2,0.125,Social & Fraternal
08083,Social & Fraternal,6,0.375,Social & Fraternal
08083,Youth,1,0.0625,Social & Fraternal
08083,NA,2,0.125,Social & Fraternal
08084,Arts & Cultural,2,0.11764705882352941,Social & Fraternal
08084,Hobby & Sports,2,0.11764705882352941,Social & Fraternal
08084,Religious,4,0.23529411764705882,Social & Fraternal
08084,Social & Fraternal,7,0.4117647058823529,Social & Fraternal
08084,Unions,2,0.11764705882352941,Social & Fraternal
08085,Arts & Cultural,2,0.047619047619047616,NA
08085,Community,3,0.07142857142857142,NA
08085,Economic,3,0.07142857142857142,NA
08085,Education,2,0.047619047619047616,NA
08085,Foundations,1,0.023809523809523808,NA
08085,Healthcare,1,0.023809523809523808,NA
08085,Hobby & Sports,6,0.14285714285714285,NA
08085,Political,1,0.023809523809523808,NA
08085,Professional,3,0.07142857142857142,NA
08085,Religious,5,0.11904761904761904,NA
08085,Social & Fraternal,6,0.14285714285714285,NA
08085,Unions,2,0.047619047619047616,NA
08085,NA,7,0.16666666666666666,NA
08086,Arts & Cultural,2,0.14285714285714285,Social & Fraternal
08086,Community,1,0.07142857142857142,Social & Fraternal
08086,Healthcare,1,0.07142857142857142,Social & Fraternal
08086,Professional,1,0.07142857142857142,Social & Fraternal
08086,Religious,2,0.14285714285714285,Social & Fraternal
08086,Social & Fraternal,5,0.35714285714285715,Social & Fraternal
08086,Youth,1,0.07142857142857142,Social & Fraternal
08086,NA,1,0.07142857142857142,Social & Fraternal
08087,Arts & Cultural,1,0.04,NA
08087,Economic,2,0.08,NA
08087,Education,2,0.08,NA
08087,Foundations,1,0.04,NA
08087,Healthcare,1,0.04,NA
08087,Hobby & Sports,1,0.04,NA
08087,Housing,1,0.04,NA
08087,Professional,1,0.04,NA
08087,Religious,3,0.12,NA
08087,Research & Think Tank,1,0.04,NA
08087,Social & Fraternal,5,0.2,NA
08087,NA,6,0.24,NA
08088,Arts & Cultural,1,0.023809523809523808,Religious
08088,Community,1,0.023809523809523808,Religious
08088,Education,3,0.07142857142857142,Religious
08088,Healthcare,3,0.07142857142857142,Religious
08088,Hobby & Sports,3,0.07142857142857142,Religious
08088,Housing,1,0.023809523809523808,Religious
08088,Professional,1,0.023809523809523808,Religious
08088,Religious,10,0.23809523809523808,Religious
08088,Research & Think Tank,2,0.047619047619047616,Religious
08088,Social & Fraternal,9,0.21428571428571427,Religious
08088,Unions,3,0.07142857142857142,Religious
08088,NA,5,0.11904761904761904,Religious
08089,Religious,1,0.5,Religious
08089,Social & Fraternal,1,0.5,Religious
08090,Education,1,0.05263157894736842,NA
08090,Foundations,1,0.05263157894736842,NA
08090,Political,1,0.05263157894736842,NA
08090,Religious,2,0.10526315789473684,NA
08090,Social & Fraternal,5,0.2631578947368421,NA
08090,Unions,2,0.10526315789473684,NA
08090,NA,7,0.3684210526315789,NA
08091,Arts & Cultural,1,0.07692307692307693,Religious
08091,Community,1,0.07692307692307693,Religious
08091,Healthcare,1,0.07692307692307693,Religious
08091,Hobby & Sports,1,0.07692307692307693,Religious
08091,Religious,3,0.23076923076923078,Religious
08091,Social & Fraternal,3,0.23076923076923078,Religious
08091,Unions,2,0.15384615384615385,Religious
08091,NA,1,0.07692307692307693,Religious
08092,Community,1,0.125,NA
08092,Hobby & Sports,1,0.125,NA
08092,Religious,1,0.125,NA
08092,Social & Fraternal,1,0.125,NA
08092,Youth,1,0.125,NA
08092,NA,3,0.375,NA
08093,Arts & Cultural,1,0.05263157894736842,Social & Fraternal
08093,Community,1,0.05263157894736842,Social & Fraternal
08093,Hobby & Sports,1,0.05263157894736842,Social & Fraternal
08093,Housing,2,0.10526315789473684,Social & Fraternal
08093,Religious,3,0.15789473684210525,Social & Fraternal
08093,Social & Fraternal,6,0.3157894736842105,Social & Fraternal
08093,Unions,3,0.15789473684210525,Social & Fraternal
08093,NA,2,0.10526315789473684,Social & Fraternal
08094,Arts & Cultural,3,0.05,Religious
08094,Community,5,0.08333333333333333,Religious
08094,Education,1,0.016666666666666666,Religious
08094,Hobby & Sports,3,0.05,Religious
08094,Professional,4,0.06666666666666667,Religious
08094,Religious,17,0.2833333333333333,Religious
08094,Social & Fraternal,11,0.18333333333333332,Religious
08094,Unions,4,0.06666666666666667,Religious
08094,Youth,1,0.016666666666666666,Religious
08094,NA,11,0.18333333333333332,Religious
08096,Arts & Cultural,2,0.031746031746031744,Social & Fraternal
08096,Community,2,0.031746031746031744,Social & Fraternal
08096,Economic,2,0.031746031746031744,Social & Fraternal
08096,Education,5,0.07936507936507936,Social & Fraternal
08096,Healthcare,2,0.031746031746031744,Social & Fraternal
08096,Hobby & Sports,8,0.12698412698412698,Social & Fraternal
08096,Housing,1,0.015873015873015872,Social & Fraternal
08096,Political,1,0.015873015873015872,Social & Fraternal
08096,Professional,1,0.015873015873015872,Social & Fraternal
08096,Religious,10,0.15873015873015872,Social & Fraternal
08096,Social & Fraternal,13,0.20634920634920634,Social & Fraternal
08096,Unions,2,0.031746031746031744,Social & Fraternal
08096,Youth,1,0.015873015873015872,Social & Fraternal
08096,NA,13,0.20634920634920634,Social & Fraternal
08097,Community,2,0.2222222222222222,Community
08097,Education,1,0.1111111111111111,Community
08097,Religious,2,0.2222222222222222,Community
08097,Social & Fraternal,2,0.2222222222222222,Community
08097,Unions,2,0.2222222222222222,Community
08098,Arts & Cultural,16,0.36363636363636365,Arts & Cultural
08098,Economic,3,0.06818181818181818,Arts & Cultural
08098,Education,5,0.11363636363636363,Arts & Cultural
08098,Foundations,1,0.022727272727272728,Arts & Cultural
08098,Hobby & Sports,1,0.022727272727272728,Arts & Cultural
08098,Religious,1,0.022727272727272728,Arts & Cultural
08098,Social & Fraternal,10,0.22727272727272727,Arts & Cultural
08098,Unions,1,0.022727272727272728,Arts & Cultural
08098,Youth,2,0.045454545454545456,Arts & Cultural
08098,NA,4,0.09090909090909091,Arts & Cultural
08101,Education,1,1,Education
08102,Community,1,0.02564102564102564,Religious
08102,Economic,4,0.10256410256410256,Religious
08102,Education,4,0.10256410256410256,Religious
08102,Hobby & Sports,2,0.05128205128205128,Religious
08102,Housing,1,0.02564102564102564,Religious
08102,Religious,8,0.20512820512820512,Religious
08102,Research & Think Tank,3,0.07692307692307693,Religious
08102,Social & Fraternal,2,0.05128205128205128,Religious
08102,Unions,2,0.05128205128205128,Religious
08102,Youth,5,0.1282051282051282,Religious
08102,NA,7,0.1794871794871795,Religious
08103,Community,1,0.016129032258064516,NA
08103,Economic,1,0.016129032258064516,NA
08103,Healthcare,6,0.0967741935483871,NA
08103,Hobby & Sports,1,0.016129032258064516,NA
08103,Housing,3,0.04838709677419355,NA
08103,Political,3,0.04838709677419355,NA
08103,Religious,5,0.08064516129032258,NA
08103,Research & Think Tank,2,0.03225806451612903,NA
08103,Social & Fraternal,2,0.03225806451612903,NA
08103,Unions,1,0.016129032258064516,NA
08103,Youth,2,0.03225806451612903,NA
08103,NA,35,0.5645161290322581,NA
08104,Arts & Cultural,6,0.24,Religious
08104,Community,1,0.04,Religious
08104,Education,1,0.04,Religious
08104,Healthcare,1,0.04,Religious
08104,Housing,1,0.04,Religious
08104,Religious,7,0.28,Religious
08104,Social & Fraternal,3,0.12,Religious
08104,Youth,4,0.16,Religious
08104,NA,1,0.04,Religious
08105,Arts & Cultural,2,0.09090909090909091,Housing
08105,Education,4,0.18181818181818182,Housing
08105,Foundations,1,0.045454545454545456,Housing
08105,Housing,5,0.22727272727272727,Housing
08105,Religious,3,0.13636363636363635,Housing
08105,Youth,2,0.09090909090909091,Housing
08105,NA,5,0.22727272727272727,Housing
08106,Community,2,0.06666666666666667,Religious
08106,Economic,1,0.03333333333333333,Religious
08106,Education,1,0.03333333333333333,Religious
08106,Hobby & Sports,3,0.1,Religious
08106,Religious,14,0.4666666666666667,Religious
08106,Social & Fraternal,3,0.1,Religious
08106,Unions,2,0.06666666666666667,Religious
08106,NA,4,0.13333333333333333,Religious
08107,Community,2,0.09523809523809523,Social & Fraternal
08107,Foundations,1,0.047619047619047616,Social & Fraternal
08107,Hobby & Sports,1,0.047619047619047616,Social & Fraternal
08107,Religious,1,0.047619047619047616,Social & Fraternal
08107,Social & Fraternal,7,0.3333333333333333,Social & Fraternal
08107,Unions,3,0.14285714285714285,Social & Fraternal
08107,NA,6,0.2857142857142857,Social & Fraternal
08108,Arts & Cultural,2,0.044444444444444446,NA
08108,Community,2,0.044444444444444446,NA
08108,Economic,1,0.022222222222222223,NA
08108,Education,5,0.1111111111111111,NA
08108,Healthcare,4,0.08888888888888889,NA
08108,Hobby & Sports,4,0.08888888888888889,NA
08108,Professional,4,0.08888888888888889,NA
08108,Religious,4,0.08888888888888889,NA
08108,Social & Fraternal,6,0.13333333333333333,NA
08108,Youth,3,0.06666666666666667,NA
08108,NA,10,0.2222222222222222,NA
08109,Community,1,0.023809523809523808,NA
08109,Education,2,0.047619047619047616,NA
08109,Foundations,1,0.023809523809523808,NA
08109,Healthcare,6,0.14285714285714285,NA
08109,Hobby & Sports,1,0.023809523809523808,NA
08109,Housing,1,0.023809523809523808,NA
08109,Religious,6,0.14285714285714285,NA
08109,Research & Think Tank,1,0.023809523809523808,NA
08109,Social & Fraternal,5,0.11904761904761904,NA
08109,Unions,3,0.07142857142857142,NA
08109,Youth,3,0.07142857142857142,NA
08109,NA,12,0.2857142857142857,NA
08110,Arts & Cultural,1,0.06666666666666667,NA
08110,Community,1,0.06666666666666667,NA
08110,Education,1,0.06666666666666667,NA
08110,Healthcare,1,0.06666666666666667,NA
08110,Religious,3,0.2,NA
08110,Social & Fraternal,2,0.13333333333333333,NA
08110,Unions,1,0.06666666666666667,NA
08110,Youth,1,0.06666666666666667,NA
08110,NA,4,0.26666666666666666,NA
08168,NA,1,1,NA
08201,Education,4,0.26666666666666666,Education
08201,Hobby & Sports,1,0.06666666666666667,Education
08201,Housing,2,0.13333333333333333,Education
08201,Political,1,0.06666666666666667,Education
08201,Religious,1,0.06666666666666667,Education
08201,Social & Fraternal,2,0.13333333333333333,Education
08201,Unions,1,0.06666666666666667,Education
08201,NA,3,0.2,Education
08202,Arts & Cultural,1,0.1,Hobby & Sports
08202,Community,1,0.1,Hobby & Sports
08202,Economic,1,0.1,Hobby & Sports
08202,Healthcare,1,0.1,Hobby & Sports
08202,Hobby & Sports,2,0.2,Hobby & Sports
08202,Housing,1,0.1,Hobby & Sports
08202,Religious,2,0.2,Hobby & Sports
08202,Social & Fraternal,1,0.1,Hobby & Sports
08203,Healthcare,1,0.1,Social & Fraternal
08203,Hobby & Sports,2,0.2,Social & Fraternal
08203,Professional,1,0.1,Social & Fraternal
08203,Religious,2,0.2,Social & Fraternal
08203,Research & Think Tank,1,0.1,Social & Fraternal
08203,Social & Fraternal,3,0.3,Social & Fraternal
08204,Arts & Cultural,2,0.044444444444444446,Social & Fraternal
08204,Community,3,0.06666666666666667,Social & Fraternal
08204,Economic,1,0.022222222222222223,Social & Fraternal
08204,Healthcare,2,0.044444444444444446,Social & Fraternal
08204,Hobby & Sports,2,0.044444444444444446,Social & Fraternal
08204,Housing,2,0.044444444444444446,Social & Fraternal
08204,Religious,7,0.15555555555555556,Social & Fraternal
08204,Research & Think Tank,1,0.022222222222222223,Social & Fraternal
08204,Social & Fraternal,15,0.3333333333333333,Social & Fraternal
08204,Unions,2,0.044444444444444446,Social & Fraternal
08204,Youth,2,0.044444444444444446,Social & Fraternal
08204,NA,6,0.13333333333333333,Social & Fraternal
08205,Economic,1,0.019230769230769232,Social & Fraternal
08205,Education,4,0.07692307692307693,Social & Fraternal
08205,Foundations,1,0.019230769230769232,Social & Fraternal
08205,Healthcare,1,0.019230769230769232,Social & Fraternal
08205,Hobby & Sports,1,0.019230769230769232,Social & Fraternal
08205,Housing,1,0.019230769230769232,Social & Fraternal
08205,Professional,3,0.057692307692307696,Social & Fraternal
08205,Religious,5,0.09615384615384616,Social & Fraternal
08205,Research & Think Tank,3,0.057692307692307696,Social & Fraternal
08205,Social & Fraternal,16,0.3076923076923077,Social & Fraternal
08205,Unions,5,0.09615384615384616,Social & Fraternal
08205,Youth,1,0.019230769230769232,Social & Fraternal
08205,NA,10,0.19230769230769232,Social & Fraternal
08210,Arts & Cultural,13,0.23214285714285715,Arts & Cultural
08210,Community,1,0.017857142857142856,Arts & Cultural
08210,Education,3,0.05357142857142857,Arts & Cultural
08210,Healthcare,4,0.07142857142857142,Arts & Cultural
08210,Hobby & Sports,2,0.03571428571428571,Arts & Cultural
08210,Housing,1,0.017857142857142856,Arts & Cultural
08210,Professional,2,0.03571428571428571,Arts & Cultural
08210,Religious,6,0.10714285714285714,Arts & Cultural
08210,Research & Think Tank,1,0.017857142857142856,Arts & Cultural
08210,Social & Fraternal,5,0.08928571428571429,Arts & Cultural
08210,Unions,2,0.03571428571428571,Arts & Cultural
08210,Youth,5,0.08928571428571429,Arts & Cultural
08210,NA,11,0.19642857142857142,Arts & Cultural
08215,Community,1,0.043478260869565216,Social & Fraternal
08215,Economic,1,0.043478260869565216,Social & Fraternal
08215,Education,1,0.043478260869565216,Social & Fraternal
08215,Healthcare,2,0.08695652173913043,Social & Fraternal
08215,Housing,1,0.043478260869565216,Social & Fraternal
08215,Religious,3,0.13043478260869565,Social & Fraternal
08215,Social & Fraternal,7,0.30434782608695654,Social & Fraternal
08215,Unions,3,0.13043478260869565,Social & Fraternal
08215,NA,4,0.17391304347826086,Social & Fraternal
08217,NA,1,1,NA
08221,Community,1,0.047619047619047616,NA
08221,Education,2,0.09523809523809523,NA
08221,Healthcare,1,0.047619047619047616,NA
08221,Hobby & Sports,1,0.047619047619047616,NA
08221,Religious,3,0.14285714285714285,NA
08221,Social & Fraternal,5,0.23809523809523808,NA
08221,Unions,1,0.047619047619047616,NA
08221,Youth,1,0.047619047619047616,NA
08221,NA,6,0.2857142857142857,NA
08223,Education,1,0.1,NA
08223,Hobby & Sports,1,0.1,NA
08223,Religious,2,0.2,NA
08223,Social & Fraternal,1,0.1,NA
08223,NA,5,0.5,NA
08224,NA,2,1,NA
08225,Community,1,0.047619047619047616,Professional
08225,Healthcare,3,0.14285714285714285,Professional
08225,Hobby & Sports,2,0.09523809523809523,Professional
08225,Professional,7,0.3333333333333333,Professional
08225,Religious,2,0.09523809523809523,Professional
08225,Social & Fraternal,2,0.09523809523809523,Professional
08225,Unions,2,0.09523809523809523,Professional
08225,NA,2,0.09523809523809523,Professional
08226,Arts & Cultural,2,0.06666666666666667,NA
08226,Community,1,0.03333333333333333,NA
08226,Education,3,0.1,NA
08226,Foundations,1,0.03333333333333333,NA
08226,Healthcare,3,0.1,NA
08226,Hobby & Sports,2,0.06666666666666667,NA
08226,Professional,1,0.03333333333333333,NA
08226,Religious,3,0.1,NA
08226,Research & Think Tank,1,0.03333333333333333,NA
08226,Social & Fraternal,3,0.1,NA
08226,Unions,3,0.1,NA
08226,NA,7,0.23333333333333334,NA
08230,Community,1,0.125,Hobby & Sports
08230,Foundations,1,0.125,Hobby & Sports
08230,Healthcare,1,0.125,Hobby & Sports
08230,Hobby & Sports,3,0.375,Hobby & Sports
08230,Professional,1,0.125,Hobby & Sports
08230,Unions,1,0.125,Hobby & Sports
08232,Hobby & Sports,1,0.043478260869565216,NA
08232,Housing,7,0.30434782608695654,NA
08232,Religious,3,0.13043478260869565,NA
