state,FIPS,class,n,normalized_n,freq,primary_org_cat,TotalPopulation
TN,47053,Youth,1,1.9889414853415013e-5,0.021739130434782608,NA,50278
TN,47053,NA,14,2.784518079478102e-4,0.30434782608695654,NA,50278
TN,47055,Arts & Cultural,1,3.311587243765937e-5,0.041666666666666664,NA,30197
TN,47055,Community,1,3.311587243765937e-5,0.041666666666666664,NA,30197
TN,47055,Education,1,3.311587243765937e-5,0.041666666666666664,NA,30197
TN,47055,Hobby & Sports,2,6.623174487531874e-5,0.08333333333333333,NA,30197
TN,47055,Religious,6,1.9869523462595623e-4,0.25,NA,30197
TN,47055,Social & Fraternal,4,1.324634897506375e-4,0.16666666666666666,NA,30197
TN,47055,Youth,1,3.311587243765937e-5,0.041666666666666664,NA,30197
TN,47055,NA,8,2.64926979501275e-4,0.3333333333333333,NA,30197
TN,47057,Education,1,4.277708859135047e-5,0.05263157894736842,Social & Fraternal,23377
TN,47057,Social & Fraternal,13,5.561021516875561e-4,0.6842105263157895,Social & Fraternal,23377
TN,47057,NA,5,2.1388544295675236e-4,0.2631578947368421,Social & Fraternal,23377
TN,47059,Arts & Cultural,2,2.86016646168807e-5,0.028169014084507043,Social & Fraternal,69926
TN,47059,Community,1,1.430083230844035e-5,0.014084507042253521,Social & Fraternal,69926
TN,47059,Economic,9,1.2870749077596315e-4,0.1267605633802817,Social & Fraternal,69926
TN,47059,Education,1,1.430083230844035e-5,0.014084507042253521,Social & Fraternal,69926
TN,47059,Healthcare,2,2.86016646168807e-5,0.028169014084507043,Social & Fraternal,69926
TN,47059,Hobby & Sports,4,5.72033292337614e-5,0.056338028169014086,Social & Fraternal,69926
TN,47059,Housing,1,1.430083230844035e-5,0.014084507042253521,Social & Fraternal,69926
TN,47059,Professional,2,2.86016646168807e-5,0.028169014084507043,Social & Fraternal,69926
TN,47059,Religious,10,1.4300832308440352e-4,0.14084507042253522,Social & Fraternal,69926
TN,47059,Research & Think Tank,2,2.86016646168807e-5,0.028169014084507043,Social & Fraternal,69926
TN,47059,Social & Fraternal,24,3.432199754025684e-4,0.3380281690140845,Social & Fraternal,69926
TN,47059,Youth,3,4.290249692532105e-5,0.04225352112676056,Social & Fraternal,69926
TN,47059,NA,10,1.4300832308440352e-4,0.14084507042253522,Social & Fraternal,69926
TN,47061,Foundations,1,7.423353871279043e-5,0.14285714285714285,Religious,13471
TN,47061,Housing,1,7.423353871279043e-5,0.14285714285714285,Religious,13471
TN,47061,Professional,1,7.423353871279043e-5,0.14285714285714285,Religious,13471
TN,47061,Religious,2,1.4846707742558087e-4,0.2857142857142857,Religious,13471
TN,47061,Social & Fraternal,1,7.423353871279043e-5,0.14285714285714285,Religious,13471
TN,47061,NA,1,7.423353871279043e-5,0.14285714285714285,Religious,13471
TN,47063,Community,2,3.11604138102954e-5,0.041666666666666664,NA,64184
TN,47063,Economic,1,1.55802069051477e-5,0.020833333333333332,NA,64184
TN,47063,Foundations,2,3.11604138102954e-5,0.041666666666666664,NA,64184
TN,47063,Healthcare,2,3.11604138102954e-5,0.041666666666666664,NA,64184
TN,47063,Hobby & Sports,6,9.34812414308862e-5,0.125,NA,64184
TN,47063,Political,1,1.55802069051477e-5,0.020833333333333332,NA,64184
TN,47063,Professional,2,3.11604138102954e-5,0.041666666666666664,NA,64184
TN,47063,Religious,9,1.4022186214632932e-4,0.1875,NA,64184
TN,47063,Research & Think Tank,1,1.55802069051477e-5,0.020833333333333332,NA,64184
TN,47063,Social & Fraternal,5,7.790103452573851e-5,0.10416666666666667,NA,64184
TN,47063,Unions,3,4.67406207154431e-5,0.0625,NA,64184
TN,47063,NA,14,2.181228966720678e-4,0.2916666666666667,NA,64184
TN,47065,Arts & Cultural,27,7.421864262349157e-5,0.04404567699836868,Religious,363790
TN,47065,Community,20,5.497677231369746e-5,0.03262642740619902,Religious,363790
TN,47065,Economic,21,5.772561092938233e-5,0.03425774877650897,Religious,363790
TN,47065,Education,43,1.1820006047444954e-4,0.0701468189233279,Religious,363790
TN,47065,Foundations,19,5.222793369801259e-5,0.03099510603588907,Religious,363790
TN,47065,Healthcare,28,7.696748123917645e-5,0.04567699836867863,Religious,363790
TN,47065,Hobby & Sports,33,9.071167431760081e-5,0.053833605220228384,Religious,363790
TN,47065,Housing,5,1.3744193078424365e-5,0.008156606851549755,Religious,363790
TN,47065,Political,10,2.748838615684873e-5,0.01631321370309951,Religious,363790
TN,47065,Professional,26,7.14698040078067e-5,0.04241435562805873,Religious,363790
TN,47065,Religious,130,3.573490200390335e-4,0.21207177814029363,Religious,363790
TN,47065,Research & Think Tank,9,2.473954754116386e-5,0.01468189233278956,Religious,363790
TN,47065,Social & Fraternal,110,3.0237224772533604e-4,0.17944535073409462,Religious,363790
TN,47065,Unions,21,5.772561092938233e-5,0.03425774877650897,Religious,363790
TN,47065,Youth,18,4.947909508232772e-5,0.02936378466557912,Religious,363790
TN,47065,NA,93,2.556419912586932e-4,0.15171288743882544,Religious,363790
TN,47067,Religious,1,1.4936519790888724e-4,0.3333333333333333,Religious,6695
TN,47067,Social & Fraternal,1,1.4936519790888724e-4,0.3333333333333333,Religious,6695
TN,47067,NA,1,1.4936519790888724e-4,0.3333333333333333,Religious,6695
TN,47069,Community,1,3.904419803217242e-5,0.06666666666666667,NA,25612
TN,47069,Religious,1,3.904419803217242e-5,0.06666666666666667,NA,25612
TN,47069,Social & Fraternal,3,1.1713259409651726e-4,0.2,NA,25612
TN,47069,NA,10,3.904419803217242e-4,0.6666666666666666,NA,25612
TN,47071,Arts & Cultural,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Economic,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Education,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Healthcare,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Hobby & Sports,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Housing,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Professional,3,1.1226704587979942e-4,0.125,Social & Fraternal,26722
TN,47071,Religious,2,7.484469725319961e-5,0.08333333333333333,Social & Fraternal,26722
TN,47071,Social & Fraternal,7,2.6195644038619863e-4,0.2916666666666667,Social & Fraternal,26722
TN,47071,Unions,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,Youth,1,3.7422348626599806e-5,0.041666666666666664,Social & Fraternal,26722
TN,47071,NA,4,1.4968939450639922e-4,0.16666666666666666,Social & Fraternal,26722
TN,47073,Arts & Cultural,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Community,2,3.520940795380526e-5,0.058823529411764705,Social & Fraternal,56803
TN,47073,Economic,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Education,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Healthcare,3,5.2814111930707886e-5,0.08823529411764706,Social & Fraternal,56803
TN,47073,Hobby & Sports,3,5.2814111930707886e-5,0.08823529411764706,Social & Fraternal,56803
TN,47073,Housing,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Religious,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Research & Think Tank,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,Social & Fraternal,11,1.9365174374592892e-4,0.3235294117647059,Social & Fraternal,56803
TN,47073,Unions,1,1.760470397690263e-5,0.029411764705882353,Social & Fraternal,56803
TN,47073,NA,8,1.4083763181522104e-4,0.23529411764705882,Social & Fraternal,56803
TN,47075,Arts & Cultural,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,Community,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,Education,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,Healthcare,2,1.1165698972755694e-4,0.16666666666666666,Religious,17912
TN,47075,Political,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,Religious,3,1.6748548459133542e-4,0.25,Religious,17912
TN,47075,Social & Fraternal,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,Unions,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47075,NA,1,5.582849486377847e-5,0.08333333333333333,Religious,17912
TN,47077,Economic,1,3.597122302158273e-5,0.05,Social & Fraternal,27800
TN,47077,Professional,1,3.597122302158273e-5,0.05,Social & Fraternal,27800
TN,47077,Religious,4,1.4388489208633093e-4,0.2,Social & Fraternal,27800
TN,47077,Research & Think Tank,1,3.597122302158273e-5,0.05,Social & Fraternal,27800
TN,47077,Social & Fraternal,10,3.5971223021582735e-4,0.5,Social & Fraternal,27800
TN,47077,Youth,1,3.597122302158273e-5,0.05,Social & Fraternal,27800
TN,47077,NA,2,7.194244604316547e-5,0.1,Social & Fraternal,27800
TN,47079,Economic,2,6.192333890643384e-5,0.05405405405405406,Social & Fraternal,32298
TN,47079,Education,2,6.192333890643384e-5,0.05405405405405406,Social & Fraternal,32298
TN,47079,Healthcare,3,9.288500835965076e-5,0.08108108108108109,Social & Fraternal,32298
TN,47079,Hobby & Sports,2,6.192333890643384e-5,0.05405405405405406,Social & Fraternal,32298
TN,47079,Professional,1,3.096166945321692e-5,0.02702702702702703,Social & Fraternal,32298
TN,47079,Religious,4,1.2384667781286768e-4,0.10810810810810811,Social & Fraternal,32298
TN,47079,Social & Fraternal,13,4.0250170289181993e-4,0.35135135135135137,Social & Fraternal,32298
TN,47079,Unions,2,6.192333890643384e-5,0.05405405405405406,Social & Fraternal,32298
TN,47079,Youth,1,3.096166945321692e-5,0.02702702702702703,Social & Fraternal,32298
TN,47079,NA,7,2.1673168617251842e-4,0.1891891891891892,Social & Fraternal,32298
TN,47081,Arts & Cultural,2,8.048937540244688e-5,0.09090909090909091,NA,24848
TN,47081,Community,1,4.024468770122344e-5,0.045454545454545456,NA,24848
TN,47081,Economic,1,4.024468770122344e-5,0.045454545454545456,NA,24848
TN,47081,Healthcare,2,8.048937540244688e-5,0.09090909090909091,NA,24848
TN,47081,Housing,1,4.024468770122344e-5,0.045454545454545456,NA,24848
TN,47081,Professional,1,4.024468770122344e-5,0.045454545454545456,NA,24848
TN,47081,Religious,2,8.048937540244688e-5,0.09090909090909091,NA,24848
TN,47081,Social & Fraternal,5,2.0122343850611718e-4,0.22727272727272727,NA,24848
TN,47081,NA,7,2.8171281390856407e-4,0.3181818181818182,NA,24848
TN,47083,Social & Fraternal,3,3.641660597232338e-4,0.42857142857142855,NA,8238
TN,47083,NA,4,4.8555474629764507e-4,0.5714285714285714,NA,8238
TN,47085,Economic,1,5.275374551593163e-5,0.047619047619047616,NA,18956
TN,47085,Healthcare,2,1.0550749103186326e-4,0.09523809523809523,NA,18956
TN,47085,Hobby & Sports,2,1.0550749103186326e-4,0.09523809523809523,NA,18956
TN,47085,Housing,1,5.275374551593163e-5,0.047619047619047616,NA,18956
TN,47085,Professional,1,5.275374551593163e-5,0.047619047619047616,NA,18956
TN,47085,Religious,2,1.0550749103186326e-4,0.09523809523809523,NA,18956
TN,47085,Social & Fraternal,4,2.1101498206372652e-4,0.19047619047619047,NA,18956
TN,47085,Unions,1,5.275374551593163e-5,0.047619047619047616,NA,18956
TN,47085,NA,7,3.6927621861152144e-4,0.3333333333333333,NA,18956
TN,47087,Religious,3,2.5804231894030623e-4,0.5,Religious,11626
TN,47087,Social & Fraternal,2,1.720282126268708e-4,0.3333333333333333,Religious,11626
TN,47087,NA,1,8.60141063134354e-5,0.16666666666666666,Religious,11626
TN,47089,Arts & Cultural,2,3.6793112329371944e-5,0.0625,NA,54358
TN,47089,Community,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Economic,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Healthcare,2,3.6793112329371944e-5,0.0625,NA,54358
TN,47089,Hobby & Sports,3,5.518966849405791e-5,0.09375,NA,54358
TN,47089,Housing,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Political,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Religious,2,3.6793112329371944e-5,0.0625,NA,54358
TN,47089,Research & Think Tank,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Social & Fraternal,5,9.198278082342985e-5,0.15625,NA,54358
TN,47089,Unions,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,Youth,1,1.8396556164685972e-5,0.03125,NA,54358
TN,47089,NA,11,2.023621178115457e-4,0.34375,NA,54358
TN,47091,Arts & Cultural,1,5.582849486377847e-5,0.03571428571428571,NA,17912
TN,47091,Community,1,5.582849486377847e-5,0.03571428571428571,NA,17912
TN,47091,Education,1,5.582849486377847e-5,0.03571428571428571,NA,17912
TN,47091,Foundations,1,5.582849486377847e-5,0.03571428571428571,NA,17912
TN,47091,Hobby & Sports,2,1.1165698972755694e-4,0.07142857142857142,NA,17912
TN,47091,Professional,2,1.1165698972755694e-4,0.07142857142857142,NA,17912
TN,47091,Religious,2,1.1165698972755694e-4,0.07142857142857142,NA,17912
TN,47091,Social & Fraternal,6,3.3497096918267083e-4,0.21428571428571427,NA,17912
TN,47091,NA,12,6.699419383653417e-4,0.42857142857142855,NA,17912
TN,47093,Arts & Cultural,29,6.101589358828158e-5,0.03118279569892473,NA,475286
TN,47093,Community,26,5.470390459639038e-5,0.02795698924731183,NA,475286
TN,47093,Economic,27,5.6807900927020785e-5,0.02903225806451613,NA,475286
TN,47093,Education,53,1.1151180552341117e-4,0.05698924731182796,NA,475286
TN,47093,Foundations,15,3.155994495945599e-5,0.016129032258064516,NA,475286
TN,47093,Healthcare,46,9.678383120899837e-5,0.04946236559139785,NA,475286
TN,47093,Hobby & Sports,57,1.1992779084593276e-4,0.06129032258064516,NA,475286
TN,47093,Housing,12,2.5247955967564793e-5,0.012903225806451613,NA,475286
TN,47093,Political,13,2.735195229819519e-5,0.013978494623655914,NA,475286
TN,47093,Professional,45,9.467983487836797e-5,0.04838709677419355,NA,475286
TN,47093,Religious,146,3.071834642720383e-4,0.15698924731182795,NA,475286
TN,47093,Research & Think Tank,27,5.6807900927020785e-5,0.02903225806451613,NA,475286
TN,47093,Social & Fraternal,142,2.9876747894951673e-4,0.15268817204301074,NA,475286
TN,47093,Unions,46,9.678383120899837e-5,0.04946236559139785,NA,475286
TN,47093,Youth,41,8.626384955584638e-5,0.04408602150537634,NA,475286
TN,47093,NA,205,4.3131924777923186e-4,0.22043010752688172,NA,475286
TN,47095,Religious,1,1.3914011409489355e-4,1,Religious,7187
TN,47097,Hobby & Sports,1,3.936078091789341e-5,0.5,Hobby & Sports,25406
TN,47097,NA,1,3.936078091789341e-5,0.5,Hobby & Sports,25406
TN,47099,Arts & Cultural,1,2.2744330975504356e-5,0.03125,Social & Fraternal,43967
TN,47099,Community,1,2.2744330975504356e-5,0.03125,Social & Fraternal,43967
TN,47099,Economic,4,9.097732390201742e-5,0.125,Social & Fraternal,43967
TN,47099,Education,1,2.2744330975504356e-5,0.03125,Social & Fraternal,43967
TN,47099,Foundations,1,2.2744330975504356e-5,0.03125,Social & Fraternal,43967
TN,47099,Healthcare,2,4.548866195100871e-5,0.0625,Social & Fraternal,43967
TN,47099,Professional,2,4.548866195100871e-5,0.0625,Social & Fraternal,43967
TN,47099,Religious,6,1.3646598585302614e-4,0.1875,Social & Fraternal,43967
TN,47099,Social & Fraternal,10,2.2744330975504355e-4,0.3125,Social & Fraternal,43967
TN,47099,Youth,1,2.2744330975504356e-5,0.03125,Social & Fraternal,43967
TN,47099,NA,3,6.823299292651307e-5,0.09375,Social & Fraternal,43967
TN,47101,Community,1,8.009611533840609e-5,0.1111111111111111,NA,12485
TN,47101,Economic,1,8.009611533840609e-5,0.1111111111111111,NA,12485
TN,47101,Education,2,1.6019223067681218e-4,0.2222222222222222,NA,12485
TN,47101,Religious,1,8.009611533840609e-5,0.1111111111111111,NA,12485
TN,47101,Social & Fraternal,1,8.009611533840609e-5,0.1111111111111111,NA,12485
TN,47101,NA,3,2.4028834601521826e-4,0.3333333333333333,NA,12485
TN,47103,Arts & Cultural,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47103,Economic,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47103,Education,2,5.707436790137549e-5,0.07142857142857142,Religious,35042
TN,47103,Foundations,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47103,Healthcare,3,8.561155185206324e-5,0.10714285714285714,Religious,35042
TN,47103,Hobby & Sports,2,5.707436790137549e-5,0.07142857142857142,Religious,35042
TN,47103,Political,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47103,Religious,8,2.2829747160550196e-4,0.2857142857142857,Religious,35042
TN,47103,Social & Fraternal,7,1.9976028765481422e-4,0.25,Religious,35042
TN,47103,Youth,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47103,NA,1,2.8537183950687746e-5,0.03571428571428571,Religious,35042
TN,47105,Arts & Cultural,3,5.5198807705753554e-5,0.04,Social & Fraternal,54349
TN,47105,Community,1,1.8399602568584518e-5,0.013333333333333334,Social & Fraternal,54349
TN,47105,Economic,2,3.6799205137169036e-5,0.02666666666666667,Social & Fraternal,54349
TN,47105,Education,4,7.359841027433807e-5,0.05333333333333334,Social & Fraternal,54349
TN,47105,Foundations,2,3.6799205137169036e-5,0.02666666666666667,Social & Fraternal,54349
TN,47105,Healthcare,2,3.6799205137169036e-5,0.02666666666666667,Social & Fraternal,54349
TN,47105,Hobby & Sports,7,1.2879721798009163e-4,0.09333333333333334,Social & Fraternal,54349
TN,47105,Housing,1,1.8399602568584518e-5,0.013333333333333334,Social & Fraternal,54349
TN,47105,Professional,1,1.8399602568584518e-5,0.013333333333333334,Social & Fraternal,54349
TN,47105,Religious,11,2.023956282544297e-4,0.14666666666666667,Social & Fraternal,54349
TN,47105,Research & Think Tank,3,5.5198807705753554e-5,0.04,Social & Fraternal,54349
TN,47105,Social & Fraternal,18,3.311928462345213e-4,0.24,Social & Fraternal,54349
TN,47105,Youth,3,5.5198807705753554e-5,0.04,Social & Fraternal,54349
TN,47105,NA,17,3.1279324366593683e-4,0.22666666666666666,Social & Fraternal,54349
TN,47107,Arts & Cultural,1,1.884481296523132e-5,0.02564102564102564,Social & Fraternal,53065
TN,47107,Community,2,3.768962593046264e-5,0.05128205128205128,Social & Fraternal,53065
TN,47107,Education,3,5.653443889569396e-5,0.07692307692307693,Social & Fraternal,53065
TN,47107,Foundations,1,1.884481296523132e-5,0.02564102564102564,Social & Fraternal,53065
TN,47107,Hobby & Sports,2,3.768962593046264e-5,0.05128205128205128,Social & Fraternal,53065
TN,47107,Professional,1,1.884481296523132e-5,0.02564102564102564,Social & Fraternal,53065
TN,47107,Religious,6,1.1306887779138793e-4,0.15384615384615385,Social & Fraternal,53065
TN,47107,Social & Fraternal,13,2.4498256854800716e-4,0.3333333333333333,Social & Fraternal,53065
TN,47107,Unions,1,1.884481296523132e-5,0.02564102564102564,Social & Fraternal,53065
TN,47107,Youth,1,1.884481296523132e-5,0.02564102564102564,Social & Fraternal,53065
TN,47107,NA,8,1.5075850372185055e-4,0.20512820512820512,Social & Fraternal,53065
TN,47109,Community,1,3.8586201574317025e-5,0.047619047619047616,Social & Fraternal,25916
TN,47109,Economic,1,3.8586201574317025e-5,0.047619047619047616,Social & Fraternal,25916
TN,47109,Healthcare,2,7.717240314863405e-5,0.09523809523809523,Social & Fraternal,25916
TN,47109,Housing,1,3.8586201574317025e-5,0.047619047619047616,Social & Fraternal,25916
TN,47109,Political,1,3.8586201574317025e-5,0.047619047619047616,Social & Fraternal,25916
TN,47109,Professional,2,7.717240314863405e-5,0.09523809523809523,Social & Fraternal,25916
TN,47109,Religious,2,7.717240314863405e-5,0.09523809523809523,Social & Fraternal,25916
TN,47109,Social & Fraternal,5,1.929310078715851e-4,0.23809523809523808,Social & Fraternal,25916
TN,47109,Youth,1,3.8586201574317025e-5,0.047619047619047616,Social & Fraternal,25916
TN,47109,NA,5,1.929310078715851e-4,0.23809523809523808,Social & Fraternal,25916
TN,47111,Arts & Cultural,1,4.0073735673639494e-5,0.038461538461538464,Social & Fraternal,24954
TN,47111,Community,1,4.0073735673639494e-5,0.038461538461538464,Social & Fraternal,24954
TN,47111,Economic,2,8.014747134727899e-5,0.07692307692307693,Social & Fraternal,24954
TN,47111,Education,2,8.014747134727899e-5,0.07692307692307693,Social & Fraternal,24954
TN,47111,Hobby & Sports,2,8.014747134727899e-5,0.07692307692307693,Social & Fraternal,24954
TN,47111,Professional,1,4.0073735673639494e-5,0.038461538461538464,Social & Fraternal,24954
TN,47111,Religious,2,8.014747134727899e-5,0.07692307692307693,Social & Fraternal,24954
TN,47111,Social & Fraternal,10,4.0073735673639495e-4,0.38461538461538464,Social & Fraternal,24954
TN,47111,Unions,1,4.0073735673639494e-5,0.038461538461538464,Social & Fraternal,24954
TN,47111,NA,4,1.6029494269455797e-4,0.15384615384615385,Social & Fraternal,24954
TN,47113,Arts & Cultural,4,4.066156364042979e-5,0.027586206896551724,Religious,98373
TN,47113,Community,4,4.066156364042979e-5,0.027586206896551724,Religious,98373
TN,47113,Economic,7,7.115773637075213e-5,0.04827586206896552,Religious,98373
TN,47113,Education,8,8.132312728085958e-5,0.05517241379310345,Religious,98373
TN,47113,Foundations,2,2.0330781820214895e-5,0.013793103448275862,Religious,98373
TN,47113,Healthcare,7,7.115773637075213e-5,0.04827586206896552,Religious,98373
TN,47113,Hobby & Sports,5,5.0826954550537244e-5,0.034482758620689655,Religious,98373
TN,47113,Housing,1,1.0165390910107447e-5,0.006896551724137931,Religious,98373
TN,47113,Political,4,4.066156364042979e-5,0.027586206896551724,Religious,98373
TN,47113,Professional,4,4.066156364042979e-5,0.027586206896551724,Religious,98373
TN,47113,Religious,31,3.151271182133309e-4,0.21379310344827587,Religious,98373
TN,47113,Research & Think Tank,2,2.0330781820214895e-5,0.013793103448275862,Religious,98373
TN,47113,Social & Fraternal,25,2.541347727526862e-4,0.1724137931034483,Religious,98373
TN,47113,Unions,4,4.066156364042979e-5,0.027586206896551724,Religious,98373
TN,47113,Youth,7,7.115773637075213e-5,0.04827586206896552,Religious,98373
TN,47113,NA,30,3.049617273032234e-4,0.20689655172413793,Religious,98373
TN,47115,Arts & Cultural,1,3.486871927194114e-5,0.0625,Social & Fraternal,28679
TN,47115,Economic,2,6.973743854388228e-5,0.125,Social & Fraternal,28679
TN,47115,Healthcare,1,3.486871927194114e-5,0.0625,Social & Fraternal,28679
TN,47115,Hobby & Sports,1,3.486871927194114e-5,0.0625,Social & Fraternal,28679
TN,47115,Religious,3,1.0460615781582342e-4,0.1875,Social & Fraternal,28679
TN,47115,Social & Fraternal,4,1.3947487708776456e-4,0.25,Social & Fraternal,28679
TN,47115,Unions,1,3.486871927194114e-5,0.0625,Social & Fraternal,28679
TN,47115,NA,3,1.0460615781582342e-4,0.1875,Social & Fraternal,28679
TN,47117,Community,1,2.949069568551122e-5,0.041666666666666664,NA,33909
TN,47117,Education,2,5.898139137102244e-5,0.08333333333333333,NA,33909
TN,47117,Foundations,1,2.949069568551122e-5,0.041666666666666664,NA,33909
TN,47117,Hobby & Sports,1,2.949069568551122e-5,0.041666666666666664,NA,33909
TN,47117,Professional,2,5.898139137102244e-5,0.08333333333333333,NA,33909
TN,47117,Religious,2,5.898139137102244e-5,0.08333333333333333,NA,33909
TN,47117,Research & Think Tank,1,2.949069568551122e-5,0.041666666666666664,NA,33909
TN,47117,Social & Fraternal,5,1.4745347842755612e-4,0.20833333333333334,NA,33909
TN,47117,NA,9,2.65416261169601e-4,0.375,NA,33909
TN,47119,Arts & Cultural,8,8.079910312995526e-5,0.05161290322580645,Religious,99011
TN,47119,Community,6,6.059932734746644e-5,0.03870967741935484,Religious,99011
TN,47119,Economic,4,4.039955156497763e-5,0.025806451612903226,Religious,99011
TN,47119,Education,6,6.059932734746644e-5,0.03870967741935484,Religious,99011
TN,47119,Foundations,2,2.0199775782488814e-5,0.012903225806451613,Religious,99011
TN,47119,Healthcare,8,8.079910312995526e-5,0.05161290322580645,Religious,99011
TN,47119,Hobby & Sports,13,1.3129854258617728e-4,0.08387096774193549,Religious,99011
TN,47119,Housing,2,2.0199775782488814e-5,0.012903225806451613,Religious,99011
TN,47119,Professional,5,5.0499439456222035e-5,0.03225806451612903,Religious,99011
TN,47119,Religious,35,3.5349607619355425e-4,0.22580645161290322,Religious,99011
TN,47119,Research & Think Tank,2,2.0199775782488814e-5,0.012903225806451613,Religious,99011
TN,47119,Social & Fraternal,33,3.3329630041106545e-4,0.2129032258064516,Religious,99011
TN,47119,Unions,2,2.0199775782488814e-5,0.012903225806451613,Religious,99011
TN,47119,Youth,5,5.0499439456222035e-5,0.03225806451612903,Religious,99011
TN,47119,NA,24,2.4239730938986577e-4,0.15483870967741936,Religious,99011
TN,47121,Arts & Cultural,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,Hobby & Sports,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,Professional,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,Religious,2,1.5845349389954048e-4,0.2,Religious,12622
TN,47121,Research & Think Tank,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,Social & Fraternal,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,Unions,1,7.922674694977024e-5,0.1,Religious,12622
TN,47121,NA,2,1.5845349389954048e-4,0.2,Religious,12622
TN,47123,Arts & Cultural,3,6.515931452401121e-5,0.07692307692307693,NA,46041
TN,47123,Community,2,4.343954301600747e-5,0.05128205128205128,NA,46041
TN,47123,Foundations,2,4.343954301600747e-5,0.05128205128205128,NA,46041
TN,47123,Hobby & Sports,4,8.687908603201495e-5,0.10256410256410256,NA,46041
TN,47123,Housing,1,2.1719771508003737e-5,0.02564102564102564,NA,46041
TN,47123,Political,1,2.1719771508003737e-5,0.02564102564102564,NA,46041
TN,47123,Professional,1,2.1719771508003737e-5,0.02564102564102564,NA,46041
TN,47123,Religious,2,4.343954301600747e-5,0.05128205128205128,NA,46041
TN,47123,Social & Fraternal,5,1.0859885754001868e-4,0.1282051282051282,NA,46041
TN,47123,Unions,2,4.343954301600747e-5,0.05128205128205128,NA,46041
TN,47123,NA,16,3.475163441280598e-4,0.41025641025641024,NA,46041
TN,47125,Arts & Cultural,4,1.8503784023832875e-5,0.023255813953488372,Social & Fraternal,216172
TN,47125,Community,4,1.8503784023832875e-5,0.023255813953488372,Social & Fraternal,216172
TN,47125,Economic,4,1.8503784023832875e-5,0.023255813953488372,Social & Fraternal,216172
TN,47125,Education,10,4.6259460059582185e-5,0.05813953488372093,Social & Fraternal,216172
TN,47125,Foundations,3,1.3877838017874655e-5,0.01744186046511628,Social & Fraternal,216172
TN,47125,Healthcare,9,4.163351405362397e-5,0.05232558139534884,Social & Fraternal,216172
TN,47125,Hobby & Sports,16,7.40151360953315e-5,0.09302325581395349,Social & Fraternal,216172
TN,47125,Housing,1,4.625946005958219e-6,0.005813953488372093,Social & Fraternal,216172
TN,47125,Political,1,4.625946005958219e-6,0.005813953488372093,Social & Fraternal,216172
TN,47125,Professional,8,3.700756804766575e-5,0.046511627906976744,Social & Fraternal,216172
TN,47125,Religious,39,1.8041189423237053e-4,0.22674418604651161,Social & Fraternal,216172
TN,47125,Research & Think Tank,1,4.625946005958219e-6,0.005813953488372093,Social & Fraternal,216172
TN,47125,Social & Fraternal,41,1.8966378624428695e-4,0.23837209302325582,Social & Fraternal,216172
TN,47125,Youth,4,1.8503784023832875e-5,0.023255813953488372,Social & Fraternal,216172
TN,47125,NA,27,1.249005421608719e-4,0.1569767441860465,Social & Fraternal,216172
